stage,blastomeres,eye,neural
  3-4,29.67,0,0
 36-46,0,0,2
 48-58,0,1.78,1.67
 60-70,0,0,17.47
 72-82,0,0.63,18.34
 84-94,0,3.17,6.32
 96-106,0,1.11,6.69
108-118,0,0,3.14
120,0,0,11.97
