stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,0,8.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.26,3.22,0,0,22.57,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.38,3.72,0,0,50.33,0,7.72,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1.69,0.89,563.18,0.92,0,17.83,0,0,0,0,0,0.86,0,0,1.14,0,0,0,0,4.55,0,0,1.36,19.94,0,0,0,1.02,0,13.74,1.04,0.86,0,2.07,7.25,0,0,0,0,0
 24-34,0,0,0,0,364.21,0,0,3.11,0,43.75,0,7.02,0,0,0,0,0,0,16.08,1.34,0,13.26,2.48,0,18.6,134.91,0,3.76,24.98,0,0,205.74,0,0.7,0,0,11.68,0,0,8.54,0,0
 36-46,0,0,0,0,148.18,0,0,34.81,0,57.73,0,36.7,0,0,0,2.58,0,0,21.08,0,0,29.6,0.78,5.63,3.45,362.17,0,4.16,23.69,0,0,296.69,0,0,0,0,35.83,0,0,0,0,0
 48-58,0,0,0,0,82.19,0,0,659.29,0,34.44,0.41,58.19,0,0,0,0,0,0,14.6,0,0,70.98,7.22,2.09,20.14,590.61,1,0.95,28.5,0,0,263.77,0,0,0,0,53.96,0,0,0.53,0,6.95
 60-70,0,0,0,0,53.69,0,0,2595.56,0,68.75,7.02,62.18,0,0,0,0,6.23,0.66,25.71,0,0,98.11,2.16,31.79,8.3,709.02,0,12.95,31.2,0,0,233.64,0,0,0,0,57.87,0,2.85,1.24,6.35,0
 72-82,0,0,1.01,0,54.11,0,0,3457.44,0,38.46,17.57,71.34,0,0,0,0,0.71,2.8,39.73,4.45,1.68,169.24,9.29,29.1,12.71,967.05,0,0.49,30.97,0,0,123.19,0,0,1.5,0,40.6,5.68,17.42,5.32,51.47,7.68
 84-94,0,0,0,0,67.83,0,0,1383.66,0,84.38,11.57,63.97,2.31,0,0,0,1.61,1.51,18.44,0,3.07,129.18,11.63,27.29,6.4,774.74,0,5.3,33.21,0,0,293.53,0,0,0,0,33.84,5.91,15.11,7.08,58.87,7.05
 96-106,0,0,0.63,0,84.48,0,0,770.6,0.71,58.03,2.55,38.09,3.78,0,0.73,1.29,5.14,3.39,36.32,23.6,3.06,132.97,23.09,9.17,8.12,551.49,0,6.7,37.7,0,1.96,319.48,0,0,0,0,37.52,17.92,17.54,2.86,56.76,0.85
108-118,0,0,0.85,0,83,0,4.41,673.73,0,84.4,0.73,46.21,7.22,0,1.02,0,9.56,15.01,43.29,0,15.95,137.86,44.5,11.8,11.12,602.96,0,4.93,64.31,0,0.91,232.5,0,0.42,0,0,2.94,32.65,22.68,0,35.35,0
120,0,0,0,0,231.59,0,0,614.19,0,139.28,3.14,85.92,5.75,0,0,4.75,12.73,1.91,21.74,0,3.04,193.48,56.66,16.4,19.07,942.49,0,4.59,68.01,0,0,281.42,0,0,0,0,65.96,23.5,6.89,0,125.7,0
