stage,eye,fin_epithelia,immune,mesenchyme,muscle,neural,periderm,vasculature
 10-12,0,0,0,0,0,3.23,0,0
 48-58,0,0,0.73,0,0,0,0,0.37
 60-70,0,0,2.22,0,0,0,0,4.92
 72-82,0.54,0,9.89,1.77,0,0,0,0.82
 84-94,0,0,11.59,0,0,0.95,0,1.01
 96-106,0,0,27.09,0.95,0,0,5.62,0
108-118,0,0.54,20.92,0.44,0.53,1.32,0,1.18
120,0,0,73.31,0,0,0,0,3.1
