stage,eye,ionocyte,mesenchyme,neural,spinal_cord
  7-9,0,0,0,12.4,0
 10-12,0,0,0,7.56,0
 14-21,0,0,0,4.78,0
 24-34,0,0,0.64,3.69,0
 36-46,0,0,0.66,4.78,0
 48-58,0.76,0,0,0,1.24
 60-70,0,0,0,3.26,0
 72-82,4.34,0,1.06,0,0
120,0,2.8,0,0,0
