stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,2.31,0.82,27.88,352.76,28.23,0,412.6,0,0.95,0,26.91,8.82,0,6.37,0,8.31,0,5.38,0,0,73.96,1.24,0,26.63,649.68,0.94,1.79,20.05,1.69,0,5.57,0,11.05,0,330.97,25.99,305.5,0,0,2.1,0,0.95
 24-34,0.88,3.48,26.89,67.57,0,0,333.07,0,6.67,2.54,24.92,6.57,0,21.22,5.03,16.62,0,40.99,45.96,1.85,60.08,9.49,0,42.15,5333.46,0.63,3.08,61.07,0,0,30.13,0,0,5.15,182.42,10.37,1366.44,0,0,17.34,0,0
 36-46,0,2.51,2.66,33.1,9.82,0,1340.41,0,4.59,0,75.47,1.4,0,23.23,1.29,1.65,3.97,17.2,73.54,0,38.75,0.61,0,14.7,5564.26,1.81,4.36,23.62,0,0,14.65,0,0,3.27,121.08,1.44,1804.9,0,0,41.84,0,2.01
 48-58,0.77,1.02,0,82.41,0.4,0,6803.23,4.09,11.11,0,307.52,1.39,0,10.17,0.97,7.04,0.41,11.59,61.53,1.5,61.8,1.79,7.63,16.42,4771.39,6.45,0.88,34.48,0,4.3,19.27,0,0,0.53,93.67,2.82,1181.45,0,0,67.4,0,6.77
 60-70,0.8,0,0,114.62,0,0.59,14961.62,28.44,3.94,6.32,370.38,5.15,0.66,7.65,4.39,1.84,2.5,8.77,56.12,1.94,59.64,0,0,10.98,5020.26,16.72,0,16.56,0,2.45,15.06,0,5.3,13.96,55.3,0,611.37,40.13,0,158.96,0.71,30.11
 72-82,0,18.85,0,209.33,3.98,17.5,15042.14,16.79,3.28,5.48,463.05,28.25,0,16.41,21.04,5.05,7.5,7.15,94.34,0,92.9,0.77,3.16,18.77,4198.4,3.31,5.43,52.09,2.25,0,6.42,6.61,0,1.61,34.66,0,289.07,169.4,2.52,222.24,2.41,18.63
 84-94,0,12.17,1.55,217.2,7.59,64.85,8476.71,26.57,6.43,4.43,373.76,32.38,0,11.88,14.38,10.28,9.2,24.25,248.36,15.66,137.36,1.31,17.08,5.25,3211.55,4.66,22.74,79.87,0,6.05,26.82,0,0,0.7,29.24,0,191.02,373.87,6.5,159.64,13.17,0
 96-106,2.68,18.67,0,260.74,28.7,48.92,7192.52,17.31,13.79,12.08,437.68,46.57,0,14.36,53.13,4.31,2.86,22.43,225.64,0,98.05,3.13,2.94,7.43,2555.68,3.43,9.39,63.93,2.41,0,35.94,7.21,0,4.69,13.77,0,86.16,432.23,3.05,198.85,1.91,21.99
108-118,0,11.04,0,148.59,27.01,85.11,5976.07,21.6,3.26,5.39,334.86,36.8,0,16.69,48.38,10.83,9.68,20.32,400.95,3.06,85.7,1.62,13.15,11.67,2958.99,0,5.56,116.54,0,0.96,21.76,0,0,11.82,28.01,0,74.59,499.77,0.57,235.29,6.86,4.68
120,0,19.39,0,162.63,13.55,19.56,3988.78,10.13,19.4,113.19,442.88,24.51,0,19.95,19.78,5.24,8.35,17.01,241.19,0,87.86,1.65,0,22.67,3130.89,19.97,3.51,134.2,0,8.63,26,0,0,0,6.49,0,27.01,175.23,0,216.06,0,7.26
