stage,epidermis,eye,mesenchyme,mucous,periderm
 14-21,0.83,0,0,0,0
 24-34,0,0,0,0,2.36
 36-46,0,0,0,0,6.85
 48-58,0,0,1.88,0,6.99
 60-70,0,0,0,0,1.49
 72-82,0,1.43,0,0,0
 84-94,3,0,0,2.16,0.82
 96-106,0,0,0,0,3.52
108-118,0,0,0,0,2.83
120,0,0,0,0,4.82
