stage,erythrocytes,fin_mesenchyme,heart,mesenchyme,mural_cell,muscle,neural,spinal_cord,vasculature
 14-21,0.87,0,0,0,0,0,0,0,1.22
 24-34,0,0,0,0.78,0,0,7.15,1.38,8.81
 36-46,0,1.09,0.73,1.16,0,0.82,0,0,10.97
 48-58,0,0,0.39,0,0,0,0.6,0,12.62
 60-70,0,0,0,3.38,0,0,0,0,7.92
 72-82,0,0,1.08,0,0,0.53,0,0.85,13.68
 84-94,0,0,0,0.64,0,1.01,3.03,0,1.93
 96-106,0,0,0,0.77,4.07,1.03,0,0,25.81
108-118,0,0,0,0,0,0,0,0.48,4.33
120,0,0,0,0,0,0,0,0,16.68
