stage,epidermis,eye,glial,mesenchyme,muscle,neural,periderm,somites,spinal_cord
  7-9,0,0,0,0,0,7.14,0,0,0
 10-12,0,10.38,0,0,0,0,0,0,0
 14-21,2.19,0,0,3.07,0,18.58,0,4.17,1.74
 24-34,0,0,0.7,1.55,1.76,5.33,0,0,0
 36-46,0,1.9,0,0,0,6.85,0,0,3.37
 48-58,0,0,0.9,2.56,0,0.49,0,0,1.35
 60-70,1.04,0,0.95,0,0,6.8,0,0,0
 72-82,0,0,0,3.89,0,2.45,0,0,0
 84-94,0,0.57,0,2.02,0,0,1.43,0,0
 96-106,0,0,0,0.9,0,3.81,0,0,0
108-118,0,1.42,0,1.95,0,3.23,0,0,0
120,0,0,0,0,3.16,5.56,0,0,0
