stage,erythrocytes,glial,mesenchyme,mural_cell,muscle,neural,paraxial_mesoderm,presomitic_mesoderm,somites,spinal_cord
  7-9,0,0,0,0,0,4.8,4.57,0,0,0
 14-21,0.81,0,2.85,0,1.62,1.23,0,1.88,2.6,2.05
 24-34,0,0,0,0,1.55,0,0,0,0,0
 36-46,0,0.73,1.35,0.71,0.75,0.95,0,0,0,0
 48-58,0,0,1.06,0,0.38,1.24,0,0,0,0
 96-106,0,0,0.68,0,0,0,0,0,0,0
120,0,0,12.67,0,0,0,0,0,0,0
