stage,blastomeres,epidermis,eye,glial,gut,immune,mesenchyme,neural,paraxial_mesoderm,spinal_cord
  3-4,20.94,0,0,0,0,0,0,0,0,0
  5-6,18.81,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,12.42,0,0
 10-12,0,0,0,0,0,0,0,4.99,0,0
 14-21,0,0,0,0,0,0,0,1.85,1.98,1.84
 24-34,0,0,1.54,0,0,0,0,4.06,0,3.04
 36-46,0,0,0,0,0.58,0,0,2.11,0,0
 48-58,0,1.04,0.81,0,0,0,0,3.53,0,1.1
 60-70,0,0,1.12,0,0,0,0,0,0,0
 84-94,0,0,1.67,0.73,0,0,0,0,0,0
 96-106,0,0,0,0,0,0,0,0.61,0,0
108-118,0,0.52,0,0,0,0.53,4.53,0,0,0
