stage,erythrocytes,eye,lateral_line,neural,otic,spinal_cord
 14-21,0,0,0,0,0,2.15
 24-34,1.03,0,0,0,0,0
 36-46,0,0,0,3.72,0.8,0
 48-58,0,0,0,3.94,0,0
 72-82,0,7.4,0,0,0,0
 84-94,0,0,0.8,0,6.03,3.39
 96-106,0,0,0,0,3.61,0
108-118,0,0,0,0,3.43,0
120,0,0,4.92,0,26.12,0
