stage,eye,glial,mesenchyme,neural,periderm,somites,spinal_cord,vasculature
 14-21,2.15,0,0,9.17,0,0.84,0,0
 24-34,0,0,0,0,0,0,1.08,1.42
 36-46,0.73,0,0,0,0,0,0,0
 48-58,0,0,0.55,0,0,0,0,0
 60-70,0.75,0,0,0,0.69,0,0,0
 84-94,0.98,0,0.64,0,0,0,2.91,0
 96-106,0,0,1.08,0,0,0,0,0
108-118,0.59,0.76,0,1.67,0,0,0.47,0
120,0,0,0,0,2.07,0,0,0
