stage,blastomeres,eye,liver,mesenchyme,neural,spinal_cord
  3-4,11.44,0,0,0,0,0
  5-6,11.36,0,0,0,0,0
  7-9,0,0,0,0,3.67,0
 10-12,0,0,0,0,6.68,0
 14-21,0,1.35,0,0,0.86,0
 24-34,0,0,0,0.92,3.82,0
 36-46,0,0,0,0,4.33,0
 48-58,0,0,4.2,0,0,0
 60-70,0,0.72,0,0,3.64,1.49
 84-94,0,1.06,0,0,0,0
120,0,0,0,0,6.95,0
