stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,1.09,0.81,18.96,8.01,0,8.14,0,0,0,13.68,0.98,0,1.52,0,0,0,0.92,0,0,16.71,0,0,15.42,238.59,0,0,0.81,0,0,3.54,29.89,0,0,16.23,69.38,0,0,3.13,0,0
 24-34,0.83,1.52,0,5.01,1.24,0,18.83,3.3,0.69,0,10.04,0,0,0.69,0.61,2.46,0,0,0,0,24.91,0.61,0,13.23,273.33,0,14.91,2.03,0,0,5.96,0,5.02,0,1.73,57.87,0,0,68.91,0,0
 36-46,0,0,0,3.75,0,0,89.48,8.03,0,0,6.52,4.25,0,1.88,0.57,4.54,4.15,0,0,0,25.11,1.51,0.77,8.33,216.21,0,11.28,0,0,0,8.13,0,0,5.71,0,37.42,0,0,55.08,0,0
 48-58,0,0,0,9.96,0,0,196.54,9.14,0,0.77,12.04,0.68,0,2.86,0,1.05,2.31,1.47,0,0,56.02,1.99,0.4,4.15,158.99,0,1.68,7.03,0,0,6.2,0,2.09,1.93,0,23.32,0,0,97.38,0,0.44
 60-70,0,0,0,24.07,0,0,242.14,6.95,0,0.68,46.13,0,0,4.89,0,2.99,0,5.72,1.51,0,144.5,2.65,0,7.62,167.83,0,0.96,0,0,12.07,25.98,0,10.47,4.27,0,19.18,0,0,72.04,0,0
 72-82,0,4.81,0,53.57,10.41,1.22,268.3,2.23,1.61,8.08,52.97,0.53,1.02,6.77,0,10.58,0,6.28,1.03,0.9,377.64,14.56,5.79,35.97,253.82,0,6.35,3.15,0,10.67,30.41,0,1,0,0,39.6,2.96,2.15,183.53,6.17,6.55
 84-94,0,0,0,128.74,0,0,207.26,2.7,3.67,4.44,33.42,5.09,0,13.89,0,21.64,10.02,8.64,3.82,0,336.21,9.04,4.85,29.62,198.41,0.6,10.91,1.26,0,4.81,63.4,0,2.73,0,0,15.73,5.72,4.14,179.67,2.24,1.56
 96-106,0,1.78,0,137.91,30.51,0,149.56,7.93,13.75,2.04,87.02,12.82,0,28.76,4.09,38.77,1.51,11.79,21.1,0,511.91,11.81,15.04,65.44,273.76,0.91,10.31,5.58,0,18.29,67.92,0,0,0,0,18.78,8.57,4,250.24,14.72,0.68
108-118,0,2.21,0.44,175.52,4.07,1.43,262.48,4.18,5.77,8.41,97.71,13.9,0,16.28,11.97,24.77,2.4,20.56,15.74,1.75,793.91,23.1,16.35,84.34,476.96,0,11,0,0,61.17,81.73,0,0.91,0.99,0,19.75,11.71,5.85,227.78,4.12,6.3
120,0,7.45,0,235.03,22.76,0,160.88,6.11,3.35,6.91,151.08,9.5,5.2,23.4,0,33.62,0,19.97,9.85,0,641.48,31.75,22.42,44.34,658.25,0,5.76,4.92,19.84,50.73,57.05,0,0,2.35,0,23.64,6.06,14.94,181.47,3.36,0
