stage,epidermis,neural,notochord,olfactory
 10-12,0,4.53,0,0
 24-34,0,0,0,19.22
 36-46,0,0,0,40.94
 48-58,0,4.11,0,38.12
 60-70,0,0,0,0.89
 72-82,0,0,0,2.18
 84-94,0,0,0,4.54
 96-106,2.59,0,0.79,62.39
108-118,0,0,0,5.13
120,0,0,0,17.5
