stage,blastomeres,epidermis,eye,glial,mesenchyme,mural_cell,neural,olfactory,paraxial_mesoderm,spinal_cord
  5-6,12.05,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,10.52,0
 24-34,0,1.2,0,0,0,0,3.11,0,0,1.45
 36-46,0,0,0.7,0,0.59,1.26,9.41,1.82,0,0
 48-58,0,0,7.33,0,0,0,9.66,0,0,0
 60-70,0,0,6.05,0,0,0,0,0,0,0
 72-82,0,0,1.73,1.25,0,0,8.66,0,0,0
 84-94,0,0,2.55,0,2.86,0,7.96,0,0,0
 96-106,0,0,2.91,0,5.11,0,1,0,0,0
108-118,0,0,1.81,0,0,0,12.92,0,0,0
120,0,0,2.15,12,0,0,0,0,0,0
