stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,146.62,5894.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411.69,0,0,0,0,0,0,0,0,0,0,0
  5-6,144.67,1419.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.91,17.23,0,0,14.89,0,508.96,0,0,0,0,0,0,0,0,0,0,0
  7-9,26.78,36.52,97.67,0,0,0,103.42,0,0,0,0,0,65.14,0,0,0,0,0,0,0,0,0,0,0,1262.93,43.99,0,0,414.29,0,53.2,93.45,0,0,0,0,0,0,0,0,0,0
 10-12,0,42.17,137.57,0,11.9,0,176.54,0,0,0,0,0,64.31,0,0,0,0,0,0,0,0,0,0,0,1435.96,19.38,0,0,493.88,0,17.81,58.51,0,82.83,0,0,3.51,0,0,0,0,0
 14-21,0,0,1.1,64.9,27.62,0,45.04,0,0.91,0,8.01,2.15,0.85,3.37,0,0,0,0,0,0,47.56,0,0,73.11,489.19,8.36,5.54,5.96,15.86,0,143.42,0,65.94,7.05,0,56.97,152.2,0,0,8.61,0,0
 24-34,0.88,0,1.34,24,12.83,0,155.37,0,1.62,0,26.46,5.28,0,20.67,0,1.21,1.65,2.49,11.04,0,156.65,0.65,3.22,59.38,1255.76,7.85,12.62,9.06,0,1.14,274.33,0,0,5.59,2.03,7.37,279,0,0,32.56,0,23.51
 36-46,0,0,0,21.78,3.12,0,337.99,0,3.16,1.08,27.44,1.32,0,7.65,0,0,24.57,1,2.36,0,132.38,0.63,3.73,34.66,836.34,0.66,6.9,17.19,0,0,113.27,0,1.05,0.72,0,0,203.31,0,0,23.49,0,9.61
 48-58,0,0,0,28.63,1.3,0,516.31,0,0.85,8.39,22.03,2.32,0,7.04,5.7,0.78,1.77,1.65,0,3.19,162.76,0,14.65,42.16,519,7.28,5.5,13.3,0,0,32.93,0,0,0.67,0,0,104.7,0,0,17.74,0,2.03
 60-70,0,0,0,35.79,2.47,0,349.32,1.28,4.8,0,43.96,5.17,0,1.17,0,0,0,7.37,1.06,0,140.48,1.41,11.15,15.55,294.37,0.75,0,8,0,0,20.77,0,0,5.13,0,0,26.32,2.13,0,17.55,0,0
 72-82,0,0,0,34.7,0,0,149.78,0,0,0.85,31.63,5.55,0,1.51,2.23,0.62,1.8,2.8,3.52,0,136.62,0,14.78,11.96,159.62,0,3.34,7.12,0,0,6.12,0,0,1.77,0,0,2.94,0,4,21.95,0,8.99
 84-94,0,0,0,37.57,4.67,0,151.81,1.79,0.62,1.13,24.8,8.32,0,1.22,1.37,1.2,0,0,2.66,0,108.5,0,21.79,17.46,158.42,1.7,8.75,5.83,0,0,31.19,0,0,0.61,1.24,0,6.21,2.33,0,20.8,0.91,0
 96-106,0,0,0,20.27,0.78,0,80.18,0,2.54,0,33.58,10.95,0,1.33,3.71,0,1.43,0.96,2.07,0,67.04,0,4.78,7.82,124.23,0.81,5.04,9.82,0,0,36.21,0,0,2.07,0,0,5.98,3.21,0,14.61,0.68,0
108-118,0,0,0,8.08,0.95,1.7,99.31,1.53,0,1.01,37.43,7.66,0,0,3.15,0.44,0.85,0.78,0,0,67.66,0,7.34,7.36,189.33,0.57,2.95,8.67,0,1.97,16.25,0,0,3.42,1.48,0,3.39,2.11,2.08,12.37,0,0
120,0,0,0,9.68,3.7,1.71,102.44,1.08,0,4.93,22.66,4,0,0,4.58,0,14.15,0,1.14,0,100.92,0,4.2,9.12,158.54,0,2.92,1.1,0,0,13.56,0,0,1.16,0,0,16.2,1.1,0,9.54,0,0
