stage,axial,blastomeres,eye,glial,neural,paraxial_mesoderm,periderm
  3-4,0,52.39,0,0,0,0,0
  5-6,0,172.6,0,0,0,0,6.92
  7-9,6.52,0,4.61,0,108.37,28.04,0
 10-12,0,0,0,0,23.16,0,0
 84-94,0,0,0,1.14,0,0,0
