stage,epidermis,eye,fast_muscle,fin_mesenchyme,glial,neural,spinal_cord
  7-9,0,0,0,0,0,3.7,0
 10-12,0,0,0,0,0,8.98,0
 14-21,0,0,0,0,0,1.04,0
 24-34,1.97,0,0,0,0,22.78,0.9
 36-46,0,1.13,0,0,0,21.95,3.21
 48-58,0,9.2,0,0,0,28.61,4.95
 60-70,0,1.2,1.44,0,0,60.18,4.02
 72-82,0,5.15,4.16,0,0,65.98,1.85
 84-94,0,5.17,0,1.18,9.69,28.09,2.88
 96-106,2.04,0,0,0,0.97,31.85,0
108-118,0,0,0,0,0,46.16,0
120,2.35,0,0,0,0,44.21,0
