stage,eye,glial,mesenchyme,neural,spinal_cord
 14-21,0,0,0.93,0.94,0
 36-46,0,0,0,4.86,1.68
 48-58,0,0,0,7.54,0
 60-70,0.6,0,0,4.83,1.84
 72-82,0.73,0.49,0,0.84,0
 84-94,1.84,0,0,0,0
108-118,3.9,0,0,0.9,0
120,0,0,0,13.44,0
