stage,epidermis,eye,immune,neural,olfactory,paraxial_mesoderm,periderm
  7-9,0,0,0,5.5,0,4.09,0
 10-12,0,0,0,4.47,0,0,0
 24-34,0,0,0,0,1.27,0,0
 36-46,0,1.09,0,0,0,0,4.3
 48-58,2.47,0,0,0.49,0,0,0
 60-70,0,0,0.83,0,0,0,12.03
 72-82,0.85,3.34,1.69,0,0,0,0
 84-94,0,0,0.65,0,0,0,0
 96-106,0,0,1.56,0,0,0,1.66
108-118,0,0,0.66,0,0,0,1.26
120,2.67,0,2.37,0,0,0,0
