stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,80.52,594.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0,0,0,0,0,0
  5-6,23.36,458.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,0,30.72,0,0,0,0,0,0,0,0,0,0
  7-9,4.87,9.67,0,11.94,0,0,0,9.29,0,0,0,0,0,12.91,0,0,0,0,0,0,0,0,0,0,0,296.53,13.44,0,0,99.02,0,0,7.71,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59,0,0,0,0,0,0,0,0,0,0,0,38.7,11.66,0,0,7.92,0,0,0,0,3.9,0,0,0,0,0,0,0
 14-21,0,0,1.91,5.12,3.31,2.27,0,6.66,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0,0,0,0,23.14,2.68,1.54,1.06,0,0,10.57,0,1.42,0,0.87,3.99,0,0,0,0,0
 24-34,0,0,0,1.4,0,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,0,0,20.15,0,6.11,0.95,0,0,11.58,0,0,0,0,2.26,0,0,0,0,0
 36-46,0,0,0,0,19.43,0,0,17.65,0,0,0,0.84,0,0,0,0,0,0.56,0,0,0,1.23,0,0,0,28.77,0,6.53,1.21,0,0,15.07,0,0,0,0,4.11,0,0,0,0,0
 48-58,0,0,0,0,0.61,0,0,278.29,0,0,0,0.85,5.21,0,0,0,0,0,0,0,0,0,0,0,0,19.18,0,1.35,4.71,0,0,7.28,0,0,0.57,0,0.93,0,0,0,0,0
 60-70,0,0,0,0,6.98,0,0,2902.35,0,0,0,6.53,5.32,0,0,0,0,0,0,0,0,0.83,0,0,0,40.67,0,0.72,3.85,0,0,7.57,0,0,0,0,9.17,0,0,0,0,0
 72-82,0,0,0.93,0,13.07,4.32,0,6991.43,0,1.76,0.82,57.21,3.37,0.67,1.93,0.49,1.4,3.11,1.15,1.76,0,26.91,3.53,4.49,0,230.79,0,3.37,2.99,0,2.54,4.64,0,0,0.51,0,17.32,0.81,0,0,1.04,7.32
 84-94,0,0,1.23,0,22.75,3.55,0,5810.55,0,1.21,1.27,82.29,0.57,0,0,0.65,0,1.46,0.84,0,3.29,45.39,1.23,1.13,2.97,157.19,0,9.49,7.8,0,0,40.75,0,0,1.47,0,11.78,5.86,13.9,1.59,0.77,5.51
 96-106,0,0,0.95,0,109.02,10.15,0.92,8924.9,15.4,1.97,0,78.09,11.09,0,4.46,3.04,2.46,5.61,1.93,21.24,0.67,94.7,0,4.77,5.39,196.63,0,7.74,3.16,0,0.97,31.67,0,0,1.52,0,23.29,6.23,1.94,4.25,0.69,0
108-118,0,0,0,0,48.73,11.79,1.77,8887.61,0,0.48,1.54,68.5,0.75,0,0,9.92,2.37,0,2.9,14.74,2.45,85.37,2.16,0,7.49,271.08,1.38,3.31,6.03,0,0,64.41,0,0,4.11,0,5.08,11.26,0,2.41,3.08,1.27
120,0,0,0,1.28,84.51,21.83,0,10028.16,0,19.19,5.31,69.88,1.53,0,4.91,16.61,0,0,8.05,21.77,0,88.83,1.46,10.79,10.9,410.07,0,12.72,10.03,0,0,58.18,0,0,18.17,0,15.97,2.39,7.86,2.81,6.61,0
