stage,eye,fin_epithelia,glial,gut,ionocyte,mucous,neural,periderm,spinal_cord
  5-6,0,0,0,0,0,0,0,60.9,0
  7-9,0,0,0,0,0,0,15.97,0,0
 14-21,0,0,0,0,0,0,0,0,1.17
 24-34,0,0,0,0,0,0,0.89,0,3.39
 36-46,0,0,0,0,0,0,2.91,0,3.54
 48-58,0,3.16,1.1,0,0,1.96,0,1,1.18
 60-70,2.62,0,0,0,0,0,1.48,0,0
 72-82,6.2,0,0.73,0,0,0,4.14,0,1.7
 84-94,9.51,0,0,0,0,0,7.08,0.79,0
 96-106,22.82,0,0,0,0,0,2.02,2.03,0
108-118,29.78,0,1.81,1.82,0.56,0,15.14,1.91,0
120,14.71,0,0,0,0,0,22.56,0,0
