stage,eye,glial,mesenchyme,neural,olfactory,otic,periderm
 24-34,0,0,0,0,0,0,0.74
 36-46,0,0,0,0,0,0,4.3
 48-58,0,3.01,0,0,4.12,0,0
 60-70,0,0,0,0,0,0,2.85
 84-94,1.19,2.03,0,0,2.05,0,0
 96-106,0,0,0.85,1.08,2.85,0,0
108-118,0,0,0,0,0,0.98,0
120,0,0,0,0,0,0,1.24
