stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,27.12,971.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9,0,0,0,0,0,0,0,0,0,0,0
  5-6,43.84,616.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.83,0,0,0,8.94,0,255.3,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.02,12.88,0,4.95,0,0,0,40.32,0,0,0,0,20.54,0,0,0,0,0,0,0,0,0,0,0,286.92,11.89,0,0,58.93,0,132.12,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.93,0,20.94,0,0,0,5.29,0,0,0,0,57.63,0,0,0,0,0,0,0,0,0,0,0,218.21,130.87,0,0,19.84,0,68.99,0,0,7.35,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.86,61.62,2.86,0,4.7,0,0,0,0.82,6.36,7.48,0,2.06,0,0,0,1.78,19.55,0,0,8.86,52.57,44.88,0,2.12,0,0,67.43,0,4.06,0.87,0,4.67,20.4,0,0,2.33,0,0
 24-34,0,0,0.71,0,28.67,1.03,0,15.96,1,3.93,4.29,0,4.06,0,5.38,10.93,0,7.32,0.84,5.04,42.09,9.37,0,19.71,135.2,10.11,7.22,0.69,0,0,96.87,0,0,1.94,0,2.63,30.83,0,0,19.8,0,4.05
 36-46,0,0,0,0,8.68,0,0,35.41,1.83,1.45,7.46,0,0,0,2.79,3.05,0,4.58,0,10.18,48.96,7.69,0,10.56,275.13,11.64,22.98,1.41,0,0,189.65,0.78,0,2.28,0,0,55.95,0,0,8.64,0,9.13
 48-58,0,0,0,0,6.81,0,0,92.97,3.36,7.66,21.67,0,0,0.73,0,0,1.04,2.95,1.82,2.37,80.14,5.09,0,9.07,288.51,7.17,7.94,7.18,0,0,84.03,0,0,0,0,0,23.53,0,0,1.15,0,15.41
 60-70,0,0,0,0,4,0,0,147.19,1.81,11.99,10.78,2.34,0,2.18,0,0,1.14,4.33,1.19,0.73,166.42,11.57,0.84,5.97,336.26,1.94,11.53,4.7,0,1.22,96.12,0,0,0.68,8.52,0,34.94,0,1.37,1.15,0,1.29
 72-82,0,0,0.86,0,4.07,2.34,0,109.63,0,16.08,8.32,5.21,0.49,0,0.58,1.97,2.06,6.99,0,0,156.54,9.84,1.87,7.09,226.15,0,8.58,5.58,0,0,30.97,0,0,0.64,0,0,6.06,2.01,1.42,3.52,0.72,8.12
 84-94,0,0,1.92,0,11.65,4.26,0,91.27,9.88,17.8,22.5,25.37,0,0,13.84,7.17,0.81,9.19,0.58,0.73,170.15,19.27,5.56,4.92,142.1,2.21,5.14,13.4,0,0,125.12,0,0,2.14,0,0,8.09,2.57,1.05,3.61,0,2.6
 96-106,0,0,0,0,18.3,0,0.71,77.85,2.51,11.5,12.57,19.03,0,0,2.15,12.38,0.63,8.1,0.72,2.1,94.47,14.69,0,8.75,105.07,0.77,11.3,7.83,0,2.63,61.03,0,0,1.12,0,0,0,3.76,0,3.88,0.8,3.28
108-118,0,0,3.23,0,23.12,9.13,0,42.48,1.81,24.28,11.12,35.08,0,0,2.38,5.77,0.71,8.13,0,0.99,62.24,10.84,2.89,1.66,137.74,0,3.32,7.39,0,1.35,47.55,0,0,1.36,0,0,0.62,2.41,1.3,7.07,3.48,9.52
120,0,0,0,0,46.27,1.32,0,36.82,3.17,8.18,24.63,44.68,0,0,3.47,1.77,1.11,5.58,0,0,60.3,16.04,0,6.85,137.93,3.25,5.44,7.65,0,0,29.23,0,0,0,0,0,10.24,1.47,0,10.64,0,0
