stage,blastomeres,endocrine_pancreas,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pronephros,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,9.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,32.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.52,0,0,0,18.08,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72,0,0,0,5.14,0,0,5.71,0,0,0,0,0,0
 14-21,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,2.57,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0
 24-34,0,0,6.08,0,0,2.47,0,0,0,0,0,0,0,0,4.47,0,0,0,0.8,0,3.18,0,0,5.74,0,0,0,0,0,0,0,0,0,0,0,0,0
 36-46,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0
 48-58,0,0,6.54,0,0,0.61,0,0.46,0,0,0,0,0,0,0.7,0,0,0,4.66,0,0,0,0,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0
 60-70,0,0,32.66,0,0,1.41,0,0,0,1.09,0,0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,246.28,0,0,0,0
 72-82,0,0.76,105.78,2.73,0,65.82,3.04,10.04,0,8.33,15.69,0,1.04,1.69,0.71,1.75,1.04,7.89,0,23.83,3.53,0,5.56,217.07,0.53,21.8,2.82,0,2.35,17.24,0,12.21,1954.84,0,14.69,9.25,0
 84-94,0,0,172.62,5.64,1.39,106.12,0.56,1.72,17.26,5.52,64.17,0,0,1.45,0.61,1.74,1.39,17.58,4.43,12.21,6.17,0,4.49,113.82,0,9.98,0,0,0,18.84,0,20.54,6974.38,1.38,0,3.28,8.19
 96-106,0,0,260.83,23.86,0,194.64,0,1.99,5.14,41.01,160.14,1.06,0.68,5.2,14.13,0,0.77,20.23,7.73,52.82,0,1.02,7.36,218.92,0.81,14.87,0.84,0,0,62.5,1.5,9.54,9931.32,5.43,8.67,2.72,9.75
108-118,0,0,251.41,21.66,0,73.51,0.75,7.96,3.73,20.95,66.13,0,1.72,1.45,6.35,0.89,3.27,0,0,52.94,19.83,0,1.27,173.78,0,14.5,1.8,0,4.79,10.53,0,4.22,8785.3,0,2.25,0,2.62
120,0,0,114.62,0,2.02,59.39,5.69,0,0,10.57,139.36,0,2.09,1.29,6.09,0,0,1.23,0,14.48,0,5.31,1.1,126.82,0,52.68,0,0,0,1.5,0,4.78,4409.27,2.71,16,2.27,50.53
