stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,1158.07,23026.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844.66,0,0,0,0,0,0,0,0,0,0,0
  5-6,1537.79,19716.83,0,38.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386.41,40.6,0,0,119.06,0,170.94,0,0,0,0,0,0,0,0,0,0,0
  7-9,62.48,330.64,0,388.69,0,0,0,1029.67,0,0,0,0,169.42,0,0,0,0,0,0,0,0,0,0,0,8433.92,101.84,0,0,2801.54,0,17.63,37.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,330.67,0,362.42,0,13.34,0,857.11,0,0,0,0,35.36,0,0,0,0,0,5.32,0,0,0,0,0,8057.04,128.61,0,0,2252.34,0,3.1,14.29,0,338.48,0,15.14,25.47,0,0,0,0,0
 14-21,0,0,0,43.93,316.12,109.91,0,258.08,0,0,76.67,17.79,4.89,0.81,0,22.06,0,2.26,0,0,178.71,0.86,0,141.27,3607.13,87.11,13.73,29.42,151.52,0,59.97,0.9,286.35,7.21,0,258.22,957.58,0,0,22.28,0,0.84
 24-34,0,0,0,4.59,89.93,32.09,0,668.99,0,1.33,55.07,6.08,1.15,10.12,3.53,12.76,11.86,8.9,3.74,0.68,335.08,4.9,3.24,121.21,3471.8,12.26,13.16,41.3,0,0,84.26,0,0,3.48,0,17.01,619.2,0,0,38.96,0,4.64
 36-46,0,0,0,1.47,67.97,1.87,0,816.69,3.79,2.29,66.19,1.06,0,2.84,11.6,0.67,0.8,4.22,3.68,0,286.56,0,5.19,94.08,1722.91,2.36,11.33,16.08,0,0,25.55,0,1.82,1.27,0,0,310.22,0,0,25.08,0,15.94
 48-58,0.73,0,0,0.8,79.08,4.5,0,686.15,4.45,5.75,77.21,6.73,0,4.94,15.75,0.46,4.76,3.03,5.16,0,275.86,0.5,15.45,79.53,809.31,4.34,8.39,15.29,0,0,19.94,0,0,1.04,0,0,106.84,0,0,17.75,0.65,12.61
 60-70,0,0,0,0,76.82,0.82,0,353.97,4.81,4.8,98.45,8.77,0,2.15,2.12,1.1,1.36,4.49,8.91,0,189.93,1.05,16.05,25,389.73,0.83,1.32,6.12,0,0,17.01,0,0,3.44,1.33,0,17.24,0,0,13.86,0,6.29
 72-82,0,0,0.6,0,41.66,2.78,0.76,122.15,1.59,5.94,81.64,8.76,0,2.35,3.33,1.99,1.66,1.36,0,0.65,184.33,0.58,9.78,32.56,245.33,1.66,3.64,18.8,0,2.47,3.33,0,0,1.89,0,0,4.66,0.59,0,20.27,0.93,12.97
 84-94,0,0,0,0,41.52,10.94,1.98,140.53,2.2,4.29,48.56,9.43,0,1.67,17.99,5.34,3.03,1.4,2.12,0.83,151.63,1.8,27.29,32.3,204.69,7.78,2.43,6.73,0,4.49,17.1,0,0,4.59,0,0,1.03,2.91,1.8,20.31,1.96,0
 96-106,0,0,0.99,0,38.09,20.64,0.62,92.7,0.67,2.55,59.91,6.6,0,4.42,12.2,4.53,1.49,3.4,7.58,0,99.38,1.35,0.68,19.48,152.51,3.9,6.89,11.18,0,4.17,41.75,0,0,6.07,0,0,5.44,0.58,0.92,39.71,1.48,18.08
108-118,0,0,0,0,50.82,10.5,9.08,129.12,2.64,6.37,85.88,17.27,0,4.74,14.63,2.68,1.8,3.8,3.41,1.05,126.31,0,0.46,27.45,252.62,6.59,3.16,7.76,0,2.29,23.79,0,0,0.5,0,0,6.93,3.13,0.6,20.84,1.28,0
120,0,0,0,0,44.53,17.36,0,86.86,4.26,4.52,142.46,14.19,0,3.08,27.35,0,15.88,0,3.99,0,146.33,1.56,9.18,27.44,243.31,5.43,2.54,8.96,0,15.35,12.16,0,0,0,0,0,3.15,0,0,39.77,4.61,0
