stage,eye,neural,spinal_cord
 24-34,0,4.98,3.72
 36-46,1.24,5.01,0
 48-58,6.04,20.33,1.67
 60-70,3.84,7.28,2.3
 72-82,1.54,6.63,0
 84-94,5.68,3.01,1.48
 96-106,1.49,2.62,0
108-118,5.69,0,0
120,0,16.18,0
