stage,epidermis,erythrocytes,exocrine_pancreas,eye,glial,iridophores,neural,olfactory,otic,periderm,spinal_cord
 14-21,0,0,0,0,0,0,1.37,0,0,0,0
 24-34,0,0,0,0,0,0,0.86,15.75,0,0,0
 36-46,0,0,0,0,0,0,4.76,39.4,0,0,0
 48-58,0.45,0,0,0,0,0,7.81,20.51,0,0,1.45
 60-70,0.6,0,0,0.8,0,0,3.27,99.2,0,0,0
 72-82,0,4.53,0.9,6.23,0,0,9.97,53.01,0,0,0
 84-94,0,0,0,0.66,0,0,0,33.95,0,0,0
 96-106,0,0,0,0,1.66,0,5.03,36.41,2.25,0,0
108-118,0,0,0,0.87,0,0.49,0,31.79,0,1.19,0
120,0,0,0,0,0,0,0,8.32,0,2.41,0
