stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,31.42,493.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,36.08,526.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.34,0,0,0,13.83,0,8.41,0,0,0,0,0,0,0,0,0,0
  7-9,24.28,14.18,0,21.53,0,0,0,22.53,0,0,0,0,0,9.05,0,0,0,0,0,0,0,0,0,0,0,424.69,51.58,0,0,134.24,0,0,5.5,0,0,0,0,0,0,0,0,0
 10-12,0,8.04,0,24.85,0,11.1,0,31.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525.48,17.66,0,0,103.75,0,0,5.85,0,25.19,0,0,0,0,0,0,0
 14-21,0,0,0.8,0,16.34,1.52,0,6.26,0,0,0,2.59,1.21,0.85,0,0,2.54,0,0,0,0,9.94,0,0,3.11,233.31,7.12,0,1.81,0,0,5.23,0,9.69,5.77,3.94,69.58,0,0,0,0,0
 24-34,0,0,2.21,1.19,15.59,0,0,40.17,0,2.41,0.63,4.29,0,0.66,1.85,0.64,3.32,0.83,2.91,0,1.55,44.81,0.63,0,12.78,722.39,0.61,5.13,4.22,0,0,5.37,0,0,0.69,0.62,112.86,0,0,2.02,0,0
 36-46,0,0,0,0,5.66,1.21,0,162.13,1.29,0,2.74,40.17,0,0,1.78,2.17,0,0,0.7,0,12.66,47.6,0,0.72,13.92,986.03,2.57,6.29,5.55,0,0,4.66,0,0,1.95,0,225.45,0,0,8.3,0,0
 48-58,0.58,0,0,0,8.59,0,0,239.34,0,0,1.73,63.33,0.92,0,0,0.37,0,0.43,3.35,6.3,0,70.5,0,6.75,8.2,565.83,6.97,5.56,3.82,0,0.87,14.28,0,0,0,0,135.25,0,0,1.82,0,0
 60-70,0,0,0,0,15.54,0.81,0,107.47,0,0,1.6,23.18,0,0,0.7,0,0,0.58,0,0,0,53.33,1.83,1.52,12.53,212.15,0,0,10.64,0,0,3.93,0,0,0,0,33.78,0.84,0,0.67,0,3.09
 72-82,0,0,2.86,0,12.73,2.9,0,177.42,0,4.07,3.96,40.23,1.49,0,0.58,3.54,1.55,3.49,2.31,0,0,89.69,1.83,3.6,6.4,273.6,0.53,7.46,3.1,0,0,15.68,0,0,2.4,0,28.29,0.51,1.53,12.94,1.33,13.44
 84-94,0,0,7.46,0,11.5,1.26,0,91.65,0,2.92,2.06,41.09,2.19,0,1.27,4,4.77,1.47,0,7.06,6.67,61.5,0,10.03,5.05,191.25,0,7.77,4.07,0,0,33.97,0,0,0.9,0,17.41,8.48,1.08,8.91,2.7,0.63
 96-106,0,0,0.99,0,18.08,1.05,0,76.92,0,0,4.51,24.77,3.05,0,1.56,7.71,7.11,1.85,5.64,4.83,6.77,49.12,1.91,0,7.1,181.57,0.62,5.84,3.73,0,0,32.25,0,0,1.25,0,15.19,1.5,1.01,20.54,1.85,8.99
108-118,0,0,0,0,14.46,2.12,2.6,70.62,0,2.23,0,16.51,4.14,0,0,1.29,3.31,3.02,2.5,15.48,0,64.79,1.06,5.89,9.89,200.73,0,3.64,5.53,0,2.41,17.16,0,0,0.53,0,1.75,0.43,3.22,7.12,5.29,5.05
120,0,0,0,0,75.11,2.97,1.91,100.75,0,2.58,3.19,27.22,2.35,0,0,4.98,0,1.05,5.32,8.08,0,77.71,3.01,2.03,1.53,152.43,0,0,19.56,0,0,29.31,0,0,0,0,3.3,1.99,1.95,3.5,0,0
