stage,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,12.39,196.8,54.75,0,115.87,0,0.88,0,44.16,7.49,0,4.35,0,4.63,0,0,0,2.34,91.78,0,0,94.59,1458.66,21.4,5.33,17.9,32.59,0,31.27,0,127.73,17.99,0,140.92,495.7,0,0,10.07,0,14.76
 24-34,2.09,5.98,73.78,6.19,0,271.99,0,2.68,2.25,32.8,4.31,0.76,7.34,3.97,1.94,13.88,6.37,8.25,2.76,246.72,0.76,0,94.42,3028.4,4.2,20.08,24.02,0,0,58.1,0,2.55,9.31,1.16,20.03,579.15,0,0,69.63,0,10.11
 36-46,0,0.56,20.84,6.3,0,535.67,3.62,19.88,7.25,114.86,2.81,0,2.99,0,7.07,0,3.87,1.64,1.45,211.21,2.33,0.67,50.49,3357.87,6.88,15.88,7.69,0,0,61.19,0,0,5.34,0,0,647.97,0,0,53.53,0,10.56
 48-58,0.87,0,57.98,3.26,0,906.83,5.25,7.17,9.91,201.67,0.43,0,4.4,1.23,2.24,0,5.17,6.08,11.79,261.58,0.59,10.92,44.93,2628.52,5.95,8.16,13.92,0,1.58,48.86,0,0,1.81,1.46,0,518.37,0,0,30.32,0,4.18
 60-70,1.39,0,33.62,10.2,0,1110.61,1.4,17.71,3.24,189.17,4.9,0,3.7,9.67,1.58,11.09,5.17,2.25,0,296.57,1.94,9.54,28.06,1975.49,18.47,8.17,13.35,0,3.11,50.48,0,0,17.89,1.72,0,268.86,1.38,12.52,19.14,1.98,10.67
 72-82,2.31,0,43.36,34.05,1.04,814.06,4,10.56,8.61,147.48,12.31,0.59,8.32,11.68,1.68,8.27,5.66,0.88,1.69,260.67,1.64,7.96,24.36,1491.14,6.93,12.03,16.22,0,2.79,27.13,0.56,0,4.8,0.53,0,136.06,4.76,5.7,56.59,11.99,17.64
 84-94,6.11,1.04,37.54,31.52,0.59,534.35,0,14.45,9,98.89,17.36,5.66,4.42,14.29,7.6,3.96,8.49,1.43,3.35,270,0.59,12.14,25.24,1063.78,3.88,10.05,6.02,0,0,76.85,0,0,6.32,0,0,78.72,4.65,12.96,48.3,11,5.25
 96-106,2.85,0,47.2,31.21,0,452.47,5.3,10.27,5.32,119.5,19.28,1.32,4.68,15.8,8.71,12.39,1.88,2.92,0,205.85,6.48,15.16,21.62,861.66,1.05,12.85,18.83,0,1.82,87.71,0,0,4.61,0.62,0,50.46,3.49,0.93,24.01,10.91,0.91
108-118,1.34,0.49,56.16,16.06,8.97,441.94,0.51,5.47,11.52,113.47,7.94,0,5.81,21.22,9.43,13.8,2.92,15.66,1.98,230.32,1.77,4.47,34.68,1015.28,7.16,18.31,17.14,0,15.14,62.2,0,0,2.18,0,0,34.37,8.48,1.52,31.79,14.51,6.99
120,0,0,68.8,66.47,0,384.61,3.97,27.72,6.89,132.44,6.95,0,0,16.43,5.09,3.94,3.78,6.53,0,248.88,1.16,3.46,23.27,1104.51,13.48,16.58,10.45,0,29.64,51.11,0,0,5.14,0,0,44.09,1.06,4.12,30.69,0,0
