stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  7-9,0,0,9.9,0,0,0,0,0,0,0,0,0,18.58,0,0,0,0,0,0,0,0,0,0,0,78.96,5.42,0,0,16.47,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,6.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.83,38.1,0,0,31.58,0,0,14.56,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,5.32,67.64,7.17,0,16.54,0,0,0,1.09,0.85,0,0,0,0,0,0,0,0,9.26,0,0,12.13,127.05,275.44,0,0.93,2.42,0,0,0.91,3.31,0,0,6.64,48.03,0,0,2.31,0,0
 24-34,0,0.67,0.64,16.22,0.95,0,19.07,0,0,0,7.52,0.67,0,0.8,0,0.72,0,0,0,0,13.98,0.61,0,15.04,365.4,162.03,1.37,3.99,0,0,5.4,0,0,2.42,0,2.86,98.84,0,0,5.25,0,0
 36-46,0,0,0,23.51,0,0,31.9,0,0,0.87,5.63,0,0,0,0,0,0.65,0,4.05,0,21.18,0,0,8.28,375.56,215.3,3.1,0,0,0,3.04,0,0,0,0,1.09,64.6,0,0,5.53,0,1.26
 48-58,1.74,0,0,13.01,0,0,76.18,0,2.07,0.47,36.45,0,0,0,0,0,0,0,0,1.05,24.81,0,0.98,2.44,299.1,310.81,1.29,3.14,0,0.45,1.45,0.65,0,0,0,0,70.11,0,0.37,0.85,0,0
 60-70,0.64,0,0,4.99,0,0,60.86,0,0,0,45.87,0,0,0.93,0,0,0,2.37,0,0,26.98,0,3.03,0.68,174.16,381.84,0,10.32,0,0,1.32,0,0,2.26,0,0,34.61,0,2.49,0,0,0
 72-82,0,0,0,5.21,0,0,53.13,1.29,0,0.61,30.14,0.81,0.62,0,0,0.53,0,0,0,0,43.91,0,1,0,209.33,197.85,1.22,2.97,0,0,1.74,0,0,4.18,0,0,12.43,0,0.49,0,1.78,0
 84-94,1.23,0.66,0,9,0,0,26.22,0,3.36,0,37.2,2.28,0,0,0,0,0,0.61,0.82,0,16.5,0,2.04,0,102.04,418.58,0,3.8,0,3.75,2.71,0,0,0,0.63,0,7.97,0,0.64,0,0,0
 96-106,0,0,0,6.69,0,0,44.64,0,0,0.64,29.38,1.54,0,0,2.72,0.61,2.83,0.58,0,0,44.63,0,1.03,3.15,61.76,244.2,1.29,1.92,0,7.33,0,0,0,0,0,0,9.09,0,0,0,0,0
108-118,0,0,0,4.28,0,1.62,49,0,0.51,1.47,32.67,1.08,0,0,1.71,0,0,1.22,0.48,2.29,29.13,0,2.35,2.38,102.5,329.81,2.69,9.05,0,2.09,3.73,0,0,0,0,0,7.43,0.54,2.42,3.95,1.35,0.87
120,4.73,0,0,24.49,0,0,74.74,0,5.73,0,41.51,2.58,0,0,5.72,0,0,0,0,1.54,51.48,0,0,0,118.74,686.15,0,7.38,0,0,4.61,0,0,0,0,0,0,9.54,0,3.45,0,0
