stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,11.28,252.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,27.79,428.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.98,0,0,13.43,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,17.45,0,0,12.79,0,0,0,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.28,3.84,0,0,40.87,0,0,5.5,0,0,0,0,0,0,0,0,0,0
 10-12,0,4.31,0,50.67,0,0,0,18.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465.82,12.68,0,0,76.99,0,13.46,0,0,6.77,0,0,0,0,0,0,0,0
 14-21,0,0,1.23,8.7,391.79,14.7,0,16.71,0,2.61,0,3.44,4.22,0,0,3.87,0,0,1.02,0.85,65.43,1.03,0,32.92,131.34,4.49,0,3.86,3.72,0,241.37,0,18.16,29.95,19.5,26.53,78.25,0,0,14.99,0,0
 24-34,0,0,0,5.22,419.39,1.03,0,10.96,0,19.01,1.59,8.26,9.35,0.94,5.22,4.41,0,2.22,5.34,0.65,80.48,10.5,0,45.1,137.61,0.7,2.81,2.63,0,0,376.52,0,2.17,193.29,0,5.74,37.55,0,0,7.13,0,2.6
 36-46,0,0,0.85,1.85,370.84,0.61,0,13.19,3.08,43.07,4.93,6.52,9.76,0.57,0,1.23,0,0,41.35,16.08,51.32,3.45,0,21.46,119.78,7.42,0,0.63,0,0,368.36,0,0,153.72,0,0,31.97,0,0,9.71,0,1.05
 48-58,0,0,0,0,235.92,0,0,23.13,0,59.52,11.95,14.71,11.85,8.07,0.71,0,4.49,0.83,29.15,0,43.2,1.13,1.63,7.78,98.87,0,0,0.51,0,0,193.16,0,0,126.34,0,0,24.13,0,0,0.79,0,3.91
 60-70,0,0,0,0,161.19,0,0,42.4,0,22.75,0,16.12,26.83,0,0,0,6.15,0.61,87.32,0,46.66,0,0.8,9.76,72.76,1,0,0,0,1.22,150.4,0,0,151.9,0,0,7.34,0,1.56,2.68,0.78,2.59
 72-82,0,0,3.75,0,119.31,0,0,46.5,0,23.87,2.7,23.13,79.7,4.19,2.46,0,0.81,0,449.48,0,45.35,4.5,1.75,6.61,151.96,0,0,3.09,0,1.05,45.53,0,0,303.98,0,0,13.2,0,2.69,4.67,3.35,13.69
 84-94,0,0,15.19,0,228.54,1.68,0,72.19,0,56.85,3.24,19.73,154.44,3.68,0.86,2.77,3.58,0.81,1256.67,2.55,46.14,3.02,0.68,3.65,80.03,0,3.34,0,0,0,126.16,0,0,592.32,0,0,14.01,0,0,4.51,5.45,0
 96-106,0,0,16.22,0,214.82,69.66,1.07,135.98,10.52,39.46,0.77,55.21,183.6,0,2.42,0,1.46,0.63,2106.86,0.77,91.12,4.32,1.52,3.1,364.32,4.95,0,4.14,0,0,104.97,0,0,627.21,0.74,0,21.67,0,0.9,10.35,2.13,0
108-118,0,0,18.12,0.51,132.2,3.92,11.28,95.93,1.47,45.2,8.97,30.19,162.12,2.18,4.25,1.4,5.4,0,4083.87,0,100.73,1.38,9.86,7.19,306.91,1.52,3.15,2.71,0,7.45,63.14,0,0,545.74,0,0,0.69,0.81,2.18,11.22,4.75,1.56
120,0,0,4.23,0,76.81,13.78,3.93,46.45,0,30.11,0,38.58,107.49,0,4.51,0,1.92,0,1697.73,0,54.24,2.14,0,3.94,158.65,0,0,0,0,5.25,45.39,0,0,390.28,0,0,8.47,1.28,8.16,13.81,0,0
