stage,blastomeres,epidermis,eye,immune,ionocyte,mucous,neural,periderm
  3-4,103.88,0,0,0,0,0,0,49.47
  5-6,7.73,0,0,0,0,0,0,0
 14-21,0,0,0,0,0,0,0,3.07
 24-34,0,0,0,0,0,0,0,2.92
 36-46,0,0,0,0,0,0,0.65,0
 48-58,0,0,1.9,0,0,0,0,1.29
 60-70,0,0,0,0,0.67,0,0,2.62
 72-82,0,0,0,0,0,0.95,0,0
 84-94,0,2.15,0,0,1.73,0,0.86,2.42
 96-106,0,0,0,2.79,0,0,0,2.87
108-118,0,0,0,2.01,0,0,1.23,3.95
120,0,0,0,0,0,0,10.37,5.26
