stage,axial,blastomeres,endoderm,gut,hatching_gland,immune,mesenchyme,neural,notochord,otic,paraxial_mesoderm,presomitic_mesoderm,pronephros,somites
  3-4,0,62,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,32.75,50.32,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,4.4,0,0,8.13,7.89,0,0,0,0,0
 10-12,0,9.4,16.43,0,0,0,0,29.73,0,0,41.07,0,26.93,0
 14-21,0,0,0,0,1.19,0,0,0,0,0,0.95,5.71,0,0.87
 36-46,0,0,0,0,0,0.98,2.06,2.15,0,0,0,0,0,0
 48-58,0,0,0,0,0,0,0,0.47,0,0.63,0,0,0,0
 72-82,0,0,0,9.47,0,0,0,0,0,0,0,0,0,0
108-118,0,0,0,11.84,0,0,0,1.71,0,0,0,0,0,0
