stage,epidermis,fin_mesenchyme,immune,mesenchyme,mural_cell,neural,spinal_cord,vasculature
 14-21,1.7,0,1.15,0,0,0,0,0
 24-34,0,0,0,0,0,0,0,6.45
 36-46,0,0.84,7.71,0,0,0,0,6.44
 60-70,0,0,6.42,1.41,0,0,2.85,5.36
 72-82,0,0,5.88,0,0,0,0,5.34
 84-94,0,0,5.23,0,0,0,0,1
 96-106,0,0,3.94,0,1.69,0,0,3.83
108-118,0,0,13.61,0,0,3.75,0,3.2
120,0,0,22.58,0,0,0,0,0
