stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.35,188.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,47.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,4.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,7.29,0,13.46,0,0,8.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.2,5.66,0,0,34.41,0,0,0,12.48,0,0,0,0,0,0,0,0
 14-21,0,0,1.11,0.87,8.74,6.38,0.92,0,0,0,0,0,0,1.1,0,0.9,0,0,0,0,0.83,0,0,5.05,53.93,0,0,0,0,0,0,1.55,1.37,0,0.92,23.02,0,0,0,0,0
 24-34,0,0,0.81,0,0,0,16.07,0,0,0,1.73,0,0,0,0,0.63,0,0,0.96,0,8.47,0,0,10.58,359.92,0,5.94,0.67,0,0,0,0,0.61,0,0,73.17,0,0,3.31,0,0
 36-46,0,0,0,0,2.24,0,151.81,0,0,0,16.87,0,0,0,0,0,0,0.68,0,0,9.8,0,0,0.6,780.03,0,3.3,0,0,0.77,5.81,0,0,0,0,148.47,0,0,0.66,0,0.67
 48-58,0,0,0,0,5.41,2.39,472.55,0.68,0,0.45,32.21,0,3.95,0,0.82,0.44,0,0,0,2.49,8.19,0,0,0.93,1019.98,2.19,0,3.25,0,0.47,1.27,0,0,0,0,147.36,0,0,4.86,0,0
 60-70,0,0,0,0,13.29,4.64,1298.72,0,2.64,0,37.08,0,0,0,0,0,0,2.2,1.98,0,8.7,0,0.65,0,1254.37,0,1.4,0,0,6.09,9.98,0,0,1.01,0,128.38,0,0.99,3.7,0,0
 72-82,0,0,1.45,0,4.9,5.66,1165.35,0,0,4.06,39.48,0,0,0,5.05,0,2.8,0,0,0,25.2,2.26,1.23,0,1106.66,0,1.96,5.59,0,0,8.03,0,0,0,0,119.69,0,0,9.91,6.31,1.59
 84-94,0,0,4,0,5.64,1.73,681.48,0,4.53,1.21,48.98,0.73,0,0,6.54,1.18,0,0,5.13,0,18.86,0,1.25,2.53,693.13,0,6.03,0.69,0,6.61,2.18,0,0,0,0,63.56,0,1.03,10.48,3.74,2.54
 96-106,0,0,0,0,5.66,1.66,600.89,0,0,0,30.76,0.62,0,4.03,13.53,0,0,0.75,1.13,0,14.85,0,1.72,0.87,570.82,0,3.14,6.91,0,8.15,3.86,0,0,0,0,15.81,1.22,0,2.84,0.59,0
108-118,0,0,0.95,0,7.34,0.98,484.55,0,0,3.03,32.25,6.62,0,0,1.77,0,0.53,0,0,0,25.27,0,0.46,0,746.55,0,5.71,0,0,0,1.72,0,0,0,0,47.89,0.67,0,9.16,0,7.02
120,0,0,0,0,32.7,1.65,570.24,0,0,5.01,80.85,7.81,0,2,11.82,4.71,0,0,0,0,53.52,0,2.35,2.53,1467.95,0,1.29,0,0,4.48,3.6,0,1.22,0,0,73.79,0,0,5.94,0,0
