stage,blastomeres,epidermis,eye,glial,mesenchyme,neural,olfactory,paraxial_mesoderm,periderm
  5-6,9.03,0,0,0,0,0,0,0,0
  7-9,0,0,6.32,0,0,8.98,0,3.53,0
 14-21,0,0,0,0,0,1.16,0,0,0
 24-34,0,0,0,0,0,0,0,0,1.58
 36-46,0,0,0,0,0,4.92,0,0,0
 48-58,0,0,0,0,0,0,4.39,0,0
 60-70,0,0,4.15,0,4.69,0,0,0,0
 72-82,0,0.97,0,0,0,0.83,0,0,0
 84-94,0,0,0,0,1.01,0,0,0,2.62
108-118,0,0,0,1.24,0,0,0,0,0
