stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,54.82,1832.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.42,0,0,0,0,0,0,0,0,0,0
  5-6,76.21,1977.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.11,7.94,0,0,57.4,0,6.25,0,0,0,0,0,0,0,0,0,0
  7-9,43.77,56.58,0,89.36,0,0,0,139.33,0,0,0,0,0,36.23,0,0,0,0,0,0,0,0,0,0,0,1604.01,29.26,0,0,517.24,0,0,20.36,0,0,0,0,0,0,0,0,0
 10-12,0,76.44,0,29.11,0,19.53,0,143.81,0,0,0,0,0,14.03,0,0,0,0,0,0,0,0,0,0,0,1232.1,23.56,0,0,416.16,0,4.05,23.59,3.57,64.8,0,0,0,0,0,0,0
 14-21,0,0,0,0,40.25,7.55,0,14.21,0,0.87,0,7.72,0.81,0,2.32,0,0,0.87,0,1.19,0,24.7,0,0,11.56,270.08,0.99,1.74,4.12,2.51,0,0,1.8,33.03,0.88,28.22,63.17,0,0,4.89,0,0
 24-34,0,0,0,1.69,16.29,0.87,0,58.92,0,0.82,1.02,15.34,0,0,0,2.42,1.73,0,0.62,0,0,58.88,0,0,21.22,509.55,0.85,7.65,3.88,0,0,12.82,0,0,0.6,5.18,97.06,0,0,15.94,0,0.72
 36-46,0,0,0,0,9.18,18.5,0,108.44,0,0,1.23,23.15,0,0,0,0,0,0,0,0,2.36,64.22,0,0,8.23,457.13,0,0,0.61,0,0,11.14,0,0,0,0,98.2,0,0,11.49,0,13.05
 48-58,0,0,0.41,0,16.18,4.73,0,153.48,3.39,2.85,0.83,33.52,0.46,0,0,0.84,0,0,0,0.39,0.58,54.84,0,4.73,10.22,378.25,0,0.43,2,0,0,5.99,0,0,0.56,0,63.53,0,0.51,6.04,0,0.48
 60-70,0.81,0,0,0,6.61,0,0,177.42,0,0.76,3.26,17.76,0,0,0.9,0.6,7,0,1.46,2.87,0.88,42.57,0,0,4.62,278.6,0,0.75,11.3,0,2.07,11.02,0,0,0,0,43.88,0,0.8,6.9,0.64,5.81
 72-82,0,0,0.69,0,14.27,0,0,197.48,0.55,4.32,4.71,59.08,6.88,0,0,1.2,0.61,0,1.06,2.52,1.89,112.86,0.89,4.89,9.51,294.44,0,1.22,8.66,0,1.1,4.85,0,0,0,0,31.84,0,1.55,5.04,1.87,8.26
 84-94,0,0,1.11,0,17.23,0.86,0.76,146.56,0,1.16,0.59,49.94,1.68,0,2.63,1.65,3.07,0.71,0,4.48,0,89.12,0,6.57,8.02,206.75,2.82,2.92,4.73,0,0,7.32,0,0,0.87,0,47.59,0,0,6.1,3.31,1.46
 96-106,0,0,0,0,15.92,13.55,1.05,165.76,1.46,3.24,2.88,73.13,3.1,0,1.9,2.93,1.69,0,1.64,6.7,0,49.08,0,1.02,5.35,223.9,2.71,6.68,4.53,0,9.7,13.29,0,0,0,0,5.22,1.41,1.97,16.55,2.78,5.68
108-118,0,0,1.03,0,18.22,8.22,1.98,114.44,0,1.58,2.95,57.23,0.91,0,1.39,2.32,2.68,3.84,1.01,24.66,0.52,88.74,0,11.97,8.27,306.57,1.05,3.74,8.02,0,0,5.52,0,0,0.84,0,14.5,4.38,1.37,9.68,0.44,0
120,0,0,1.22,0,15.22,0,0,175.15,4.91,0,4.45,83.4,4.88,0,2.27,8.93,0,0,1.77,1.2,0,44.32,0,10.63,17.59,397.87,0,8.45,8.74,0,2.54,6.9,0,0,2.61,0,14.41,0,0,27.53,2.66,0
