stage,blastomeres,erythrocytes,eye,glial,muscle,neural,spinal_cord
  5-6,16.68,0,0,0,0,0,0
 14-21,0,1.69,0,0,0,0.85,0
 24-34,0,0,0,0,0,0,0.92
 36-46,0,0,1.91,0,0,0,0
 48-58,0,0,0,0,0,1.87,0
 60-70,0,0,0,0,0,4.83,0
 72-82,0,0,0,1.13,4.23,0,0
108-118,0,0,0,0,0,1.67,0
