stage,eye,mesenchyme,neural
 24-34,0,0,2.52
 36-46,0,0,3.76
 48-58,0,0,1.78
 60-70,1.17,0.86,3.38
 72-82,0,0.72,0.91
 84-94,3.82,0,0
 96-106,0,0,2.68
108-118,0,0,5.4
120,0,0,11.92
