stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,23.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.78,9.19,0,0,18.15,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,4.2,0,11.79,0,0,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3556.54,13.7,0,0,126.82,0,0,0,5.78,0,6.48,52.43,0,0,0,0,0
 14-21,0,0,0,0,111.68,0,0,116.86,0,0,0,70.14,0,0,0,5.72,0.8,1.85,0,0,0,0.94,0,0,2.86,3148.14,0.86,323.08,54.52,6.45,0,0,6.64,0,0,4.92,4114.94,0,0,1.05,0,0
 24-34,0.88,0,0.84,1.34,54.37,8.41,0,1877.46,0,2.96,0,85.75,0,0,1.36,0,2.09,0,1.41,9.2,0.62,30.59,0,0,18.44,12053.15,1.53,494.62,124.79,0,0,18.51,0,0,0,7.55,5551.86,0,0,11.65,0,0
 36-46,0,0,0,0,34.21,0,0,9466.98,1.7,0.74,0,92.96,0,0,1.45,9.27,1.21,15.87,2.43,1.69,2.14,36.29,0,0,8.34,16866.43,4.23,186.19,18.54,0,0,51.55,0,0,0.71,0,7031.9,0,0,11.25,0,14.31
 48-58,0.39,0,0,0,41.43,4.96,0,15864.98,4.89,25.4,0,301.44,0,0,1.59,2.57,2.4,9.41,2.38,3.63,21.43,106.96,7.11,8.98,24.25,9277.23,11.3,96.54,8.77,0,1.76,14.55,0,0.46,1.94,0,4627.47,0,0,6.39,0,54.36
 60-70,0,0,0,0,21.84,2.2,0,21198.22,9.29,32.48,0.84,120.88,0,0,2.9,0.65,0.93,0,0,0,0,55.39,3.03,0,1.21,2964.18,0.58,9.23,0,0,0.63,6.78,0,7.14,0.81,0,1229.67,0,0,19.96,0,16.38
 72-82,0,0,0.5,0,78.19,20.42,0,21761.44,0,3.23,8,209.64,9.99,0,2.43,2.51,4.14,7.24,0.99,0,1.69,87.01,0.92,7.9,12.58,1961.92,7.76,53.71,8.98,0,0,6.28,0,0.64,3.03,0,333.39,1.21,1.05,23.38,2.79,14.04
 84-94,0,0,1.62,0,88.9,16.97,0,12152.98,0.88,4.93,3.31,272.33,0,1.95,2.4,2.33,0,7.14,3.39,0,0,80.98,0,5.8,6.24,1421.22,1.92,19.22,6.46,0,0,3.58,0,5.28,11.07,0,298.42,0.61,7.1,7.23,11.17,3.83
 96-106,0,0,0.99,0,63.12,17.68,1.47,11094.65,1.35,3.41,0,110.18,4.56,0,17.65,4.93,3.5,3.25,0,14.06,0,61.01,3.47,6.85,1.02,990.2,0.7,44.87,0.56,0,1.94,8.31,0,0,0,0,63.71,2.38,0.56,12.02,3.96,2.75
108-118,0,0,0,0,104.04,0.57,2.31,8411.67,1.92,1.4,0,52.5,0,0,0,9.36,0.78,2.44,3.13,3.08,0,36.32,0,3.83,4.59,1073.94,1.93,28.6,5.21,0,0,7.01,0,2.96,0,0,17.66,2.47,0,7.18,3.8,0
120,0,0,0,0,80.79,0,0,5420.14,0,1.55,1.56,215.12,0,0,0,0,0,0,1.88,3.74,0,67.98,3.54,17.86,7.62,961.99,1.1,17.52,5.9,0,0,6.04,0,0,0,0,22.19,0,0,10.03,0,0
