stage,eye,neural,pronephros
 24-34,0.75,0,0
 48-58,6.23,0,0
 60-70,3.01,0,0
 72-82,19.3,0,0.5
 84-94,20.27,4.37,0
 96-106,14.2,0,3.17
108-118,25.56,0,2.02
120,42.02,0,2.84
