stage,eye,glial,mesenchyme,mural_cell,neural,notochord,periderm,spinal_cord
 36-46,0,0,0,0,2.1,0,0,0
 48-58,0,0,0,0,0.86,0,0,0.56
 60-70,3.83,0,0,0,0.98,0,0,0
 72-82,0.96,0,0,0,1,0,0,0
 84-94,0,0.73,0,0.68,0,0.65,1.76,0
 96-106,0,0,1.84,0,0,0,0,0
108-118,3.89,0,1.99,0,0,0,0,0
