stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,0,9.64,91.36,12.47,0,50.93,0,0,0,32.79,8.95,1.86,0,0,0,0,0,0,1.08,52.79,0,0,44.34,1137.99,22.11,5.57,14.08,13.81,0,0,4.2,74.92,4.32,2.51,69.25,332.83,0,0,3.14,0,0.85
 24-34,1.67,2.16,2.76,33.44,2.56,0,158.42,0,0,1.94,24.24,3.75,0,2.7,1.44,3.17,6.59,0.81,1.5,3.52,113.89,0,0.69,30.77,1897.18,4.32,16.79,15.13,0,0,6.83,0,0,0,0,12.64,441.98,0,0,13.71,0,19.26
 36-46,0,0,0,22.89,0,0,289.12,1.13,1.39,2.38,36.28,1.4,0,0,1.27,0.77,2.78,1.47,9.52,0,85.49,0,0,18.32,1735.82,6.47,13.7,4.78,0,0,16.41,1.61,0,0.7,0,0,334.63,0,0,6.82,0,4.68
 48-58,0,0,0,7.34,1.15,0,501.5,0,2.58,1.04,121.19,1.82,0,0.66,0,0.55,0.81,1.32,17.05,0.51,142.03,1.62,1.71,15.11,1758.67,0.38,8.63,10.64,0,0,5.48,0,0,1.65,0,0,271.58,0,0.64,12.5,0,3.26
 60-70,0,0.6,0,11.37,0,0,915.57,0.58,11.51,6.8,169.86,2.84,0,0,2.46,0,7.08,0,3.39,0,134.1,0,3.95,13.77,1903.98,0,10.46,1.42,0,1.19,3.19,0,0,3.33,0,0,249.26,0.73,5.33,7.17,1.54,0
 72-82,0,1.61,0,7.63,5.39,0,704.02,0,0.8,5.88,91.01,6.89,0,0.58,1.1,1.76,3.86,0,0,5.13,124.53,1.89,6.01,15.82,1317.66,1,11.56,3.4,0,3.01,1.52,0,0,0,0,0,70.8,2.76,3.53,3.63,0.54,4
 84-94,0,2.93,0,17.5,0,0.59,430.23,1.34,1.53,2.56,68.38,6.76,0,1.1,2.57,1.2,2.41,1.09,0.96,0,85.66,0,5.64,12.43,770.33,0,10.4,6.91,0,2.31,0.67,0,0,0.94,0,0,38.87,2.04,1.21,5.93,1.2,0
 96-106,0,1.1,0,4.42,0,1.07,269.57,0,0,2.06,70.44,1.42,0,1.51,5.32,3.35,1.42,2.66,2.19,0,48.59,0,4.45,2.78,521.04,0.66,15.66,3,0,0,3.8,0,0,1.27,0,0,19.6,0,2.05,16.39,2.71,7.16
108-118,0,0.97,0,16.71,5.55,1.2,337.65,0,0,0.93,56.39,1.6,0,0.49,2.38,1.52,0.92,1.11,1.57,0,63.72,0,4.08,4.11,837.99,0.42,10.98,6.64,0,2.98,4.19,0,0,0.42,0,0,32.47,0,0.66,12.59,0,0
120,0,0,0,1.16,5.9,0,372.38,1.18,0,1.66,105.38,4.11,0,0,5.93,0,9.08,7.76,0,0,44.59,0,0,16.92,1370.45,3.89,17.55,5.44,0,0,0,2.5,0,0,0,0,16.78,2.31,3.52,10.06,4.27,0
