stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.98,27.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,107.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,18.85,0,0,0,27.22,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,78.53,4.23,0,0,46.31,0,7.58,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.03,0,10.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.08,5.37,0,0,79.84,0,0,0,21.53,0,0,0,0,0,0,0,0
 14-21,0,0,0,0.83,12.69,1.02,0,6.81,0,0,0,18.85,0,0,0,0,0,0,0,0,0,8.16,0,0,5.44,61.11,1.17,0,16.96,6,0,1.53,8.52,22.66,1.2,7.33,78.73,0,0,0,0,0
 24-34,0,0,0,0,6.25,0,0,5,0,0,3.77,27.76,1.01,0,0,0,0,0,1.36,0.69,0.99,21.89,0,0,16.25,157.43,2.61,38.3,5.61,0,0,0,0,8.2,0,1.51,115.09,0,0,3.06,0,0
 36-46,0,0,0,0,13.9,0,0,4.67,0,7.78,0,17.87,0,0,0,0,0,0,0.72,0,0,6.17,0,0,0.85,92.49,0,11.42,11.1,0,0,0,0,3.71,0,0,38.63,0,0,0.8,0,0
 48-58,0,0,0,0,2.24,0,0,13.31,0,0.44,0.4,29.61,0.92,0,0,0,0,0,3.48,1.37,0,7.44,0,0,0.62,69.38,3.37,9.59,21.52,0,0,0,0,6.92,0,0,31.55,0,0,0.38,0,0
 60-70,0,0,0,0,2.82,0,0,44.94,0,0,1.53,46.29,0,0,0,0,0.61,0,1,0,9.62,10.8,1.53,0,3.42,71.45,0,25.72,11.01,0,0,0,0,6.13,0,0,9.9,0,0,1.67,0.73,3.59
 72-82,0,0,4.28,0,4.19,0,0,41.22,0.9,4.41,0.76,73.61,1.77,0,0,3.37,0.56,2.65,2.61,0,0,54.35,0,2.5,5.94,66.39,2.6,71.49,7.13,0,0,0,0,8.1,0,0,22.64,0.87,0.89,3.15,1.1,5.3
 84-94,0,0,4.8,0,5.34,0,0,19.72,0,0,0.57,35.78,0,0,0,1.79,0,0,1.16,0,0,12.93,0,3.53,3.64,21.64,0,16.44,5.52,0,3.25,0,0,9.57,0,0,15.8,0.85,1.08,2.24,0.89,7.26
 96-106,0,0,1.43,0.71,2.15,0,0,24.81,0,3.02,0.89,39.01,2.56,0,0,0.87,1.7,1.32,10.43,0,0,24.48,0,0,1.82,34.62,0.62,59.5,6.32,0,5.43,0,0,3.18,0,0,13.64,0.59,1.23,3.61,5.2,17.75
108-118,0,0,0.52,0.63,3.11,0,2,16.49,1.13,0,0.73,39.62,2.18,0,0.43,0.61,0.7,0,0.78,0,0,42.11,0,0.69,3.74,45.05,0.48,29.58,7.32,0,0,0,0,0.43,0,0,6.8,0,0,6.13,7,0
120,0,0,0,0,0,2.58,0,0,0,5.79,0,1.87,0,0,0,0,0,0,0,0,0,6.54,0,0,9.71,1.61,0,1.77,3.73,0,0,0,0,0,0,0,0,0,0,2.75,0,0
