stage,epidermis,eye,glial,mesenchyme,muscle,neural,otic,periderm,pronephros,spinal_cord
 24-34,0,0,0,0,0.72,0,0,0,0,0
 36-46,11.77,0.66,1.7,0,0,1.41,0,0,0,1.05
 48-58,0,0,0,0,0,0.74,0,0,0,0
 60-70,0,0,0,0.71,0,0,0,0.67,1.72,0.67
 72-82,0,0,1.16,0,0,3.67,0,0,0,0
 84-94,0,0,0,1.16,0,1.04,0,2.39,0,0
 96-106,0,0,0,0,0,3.82,0.66,0,0,0
108-118,0,0,0,0,0,1.61,0,1.88,0,0
