stage,epidermis,erythrocytes,eye,immune,mesenchyme,neural,vasculature
  7-9,0,0,0,0,0,4.58,0
 10-12,0,0,0,0,0,4.02,0
 24-34,0,0,0,0.65,0,0,0
 36-46,0,1.47,0,0,0,1.45,0
 48-58,0,0,0,0,0,6.64,0
 60-70,0,0,0,0,0,0,2.1
 72-82,0,0,0,0,0,5.99,0
 84-94,0,0,0,0,0,0,2.14
 96-106,0,0,0,0.59,0,0,0
108-118,0,0,5.58,0.71,0,1.41,0
120,2.11,0,0,0,13.26,0,1.72
