stage,blastomeres,mesenchyme,neural,olfactory,pronephros,spinal_cord
  3-4,20.36,0,0,0,0,0
  5-6,10.1,0,0,0,0,0
  7-9,0,0,4.7,0,0,0
 10-12,0,0,0,0,7.73,0
 14-21,0,0,0.96,0,0,0
 24-34,0,0.79,1.72,0,0,1.47
 36-46,0,0,10.83,0,0,1.31
 48-58,0,0,2,0,0,0.66
 60-70,0,0,0.85,0,0,0
 72-82,0,0,2.18,0,0,0
 84-94,0,0,0.99,0,0,0
 96-106,0,0,5.43,0,0,0
108-118,0,0,1.51,1.31,0,0
