stage,eye,melanocytes,mesenchyme,neural,olfactory,spinal_cord,xanthophores
 10-12,0,0,0,4.69,0,0,0
 14-21,0,0,0,1.07,0,0,0
 36-46,0,0,0.77,2.47,0,0,2.08
 60-70,0,1.24,1.53,3.87,0,0,0
 72-82,9.33,0,0,0,0,0,0
 96-106,0,0,2.39,1.84,4.4,0,0
108-118,0,0,0,0,0,3.84,0
