stage,axial,blastomeres,endoderm,eye,glial,hatching_gland,mesenchyme,neural,paraxial_mesoderm,periderm,presomitic_mesoderm
  3-4,14.53,0,0,0,0,0,0,0,0,0,0
  5-6,0,22.01,0,0,0,0,0,0,0,0,0
  7-9,0,5.96,3.4,0,0,0,0,3.56,9.76,0,0
 10-12,0,0,0,0,0,0,0,10.21,4.73,0,0
 14-21,0,0,0,0,0,0,0,0,0,0,1.49
 24-34,0,0,0,0,0,0,0.82,0,0,0.97,0
 48-58,0,0,0,2,0,1.18,0,0,0,0,0
 72-82,0,0,0,2.74,0.65,0,0,0,0,0,0
 96-106,0,0,0,2.67,0,0,0,0,0,0,0
120,0,0,0,0,0,0,2.05,0,0,0,0
