stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,23.53,399.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.55,0,0,0,0,0,0,0,0,0,0,0
  5-6,15.21,142.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,14.51,0,0,0,0,0,5.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.96,0,0,0,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,4.02,0,4.42,0,0,0,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.19,3.08,0,0,26.97,0,0,0,5.64,8.24,0,0,0,0,0,0,0,0
 14-21,0,0,0,0.81,14.18,5.3,0,13.94,0,0,0,4.21,0,0,0,0,0,0,0,0,24.9,0,0,13.35,339.32,0.86,3.75,1.1,1,0,0,1.12,11.59,0.96,0,20.51,95.45,0,0,8.56,0,0
 24-34,0,0,3.51,0.64,11.72,5.26,0,152.02,0.68,2.79,0.67,34.48,0,7.09,0.65,0,0.63,1.68,11.47,1.81,106.16,0,0,29.71,1775.18,4.9,45.59,2.38,0,0,0,0,0,1.45,0.66,2.75,284.69,0,0,68.95,0,9.62
 36-46,0,0,0,0,8.93,0,0,533.55,2.59,0,4.36,89.91,0,1.17,0,0,0.88,0,0.89,21.78,121,0,1.38,23.94,2560.12,0,47.71,0.57,0,0,9.05,0.73,0,1.2,16.26,0,351.19,0,1.37,32.66,0,4.13
 48-58,0.58,0,0.46,0,10.9,0.83,0,876.73,7.48,2.97,8.92,146.3,0.91,7.65,0.4,0,18.82,0.9,10.35,10.28,184.62,0.52,16.43,20.77,3100.09,9.5,23.19,2.32,0,1.26,5.62,0,0,0,5.06,0,320.59,0,0.49,39.34,0,13.32
 60-70,0,0,0,0,26.99,3.49,0,1655.12,5.04,9.02,7.26,190.45,0,11.66,10.18,0,2.2,0,3.05,14.81,312.45,0.84,12.54,19.99,3708.19,7.12,11.67,0,0,2.75,3.63,0,0,0.62,1.34,0,343.05,0,2.84,29.3,0.98,5.54
 72-82,0,0,5.85,0,12.25,1.09,0,1784.55,1.14,3.22,16.06,270.22,0.86,9.96,14.16,1.07,1.32,4.69,14.65,14.59,441.71,0,9.33,36.38,4052.49,0.73,26.74,3.7,0,8.93,1.71,0,0,1.99,1.5,0,281.78,0,13.14,73.49,10.81,13.05
 84-94,0,0,10.9,1.04,23.35,1.35,0,1288.31,8.28,15.05,9.97,242.05,4.78,9.66,8.41,2.6,14.15,2.39,2.24,35.37,402.62,0,11.65,38.56,3303.21,7.65,33.13,4.42,0,0,1.45,0,0,0.65,0,0,189.73,3.74,7.54,73.41,10.28,16.05
 96-106,0,0,5.75,0,12.29,7.48,1.05,1114.56,7.08,2.99,8.16,297.59,2.61,11.31,5.8,1.06,1.8,0.62,0,9.55,407.01,0,10.59,22.53,2647.03,0.62,35.64,8.23,0,16.11,1.31,0,0,3.83,0.84,0,140.01,0.61,8.57,52.36,8.42,3.58
108-118,0,0,2.67,0,41.21,0.48,2.16,1061.55,1.58,5.09,3.94,292.7,6.5,4.55,9.07,0,10.79,4.77,8,35.33,449.61,0.47,14.86,30.08,2622.97,7.1,26.14,10.05,0,12.69,2.36,0,0,0.81,0.49,0,82.72,0.48,10.54,53.21,4.1,19.92
120,0,0,0,0,27.61,10.26,3.2,732.06,0,1.45,22.38,174.69,0,16.69,17.08,2.21,9.1,6.11,3.02,8.26,452.78,0,26.65,39.15,2856.93,0,3.06,9.35,0,10.65,22.45,0,0,2.39,1.99,0,79.64,0,5.29,70.31,10.35,13.32
