stage,epidermis,eye,glial,mesenchyme,muscle,neural,olfactory,pronephros,spinal_cord
 14-21,1.88,0,1.47,0,0,0,0,1.01,0
 36-46,0,0,0,1.16,0,6.98,0,0,3.03
 48-58,0,1.92,0,0,0,17.41,1.25,0,1.08
 60-70,0,0,0,0,0.6,3.56,0,0,4.3
 72-82,0,0.67,1.07,1,0,20.09,0,0,0
 84-94,0,0,1.33,0,0,4.23,0,0,1.35
 96-106,0,0,0,1.4,0,1.83,0,0,0
108-118,0,0,1.57,0,0,8.32,0,0,0
120,0,10.43,0,0,0,5.7,0,0,0
