stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,96.71,2137.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.74,0,0,0,0,0,0,0,0,0,0
  5-6,17.02,691.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.49,0,0,0,13.26,0,6.15,0,0,0,0,0,0,0,0,0,0
  7-9,0,11.53,0,4.49,0,0,0,37.04,0,0,0,0,0,6.52,0,0,0,0,0,0,0,0,0,0,0,161.86,6.06,0,0,47.05,0,0,10.78,0,0,0,0,0,0,0,0,0
 10-12,0,25.9,0,93.6,0,0,0,11.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367.32,0,0,0,40.87,0,0,0,0,31.83,0,0,0,0,0,0,0
 14-21,0,0,2.23,1.75,23.3,0.95,0,36.78,0,0,0,4.59,0,0,0,0,1.96,0,0,3.53,4.81,11.19,0,0,6.97,136.72,4.69,1.44,1.85,1.02,0,1.85,3.45,1.03,2.19,7.73,46.63,0,0,8.03,0,1.78
 24-34,0.88,0,0.65,2.07,9.96,5.09,0,59.41,0,4.78,0,6.39,0.63,2.59,0,3.93,4.86,0.77,2.07,11.94,15.7,33.92,0,0,7.78,214.28,3.5,4.85,3.57,0,0,17.25,0,0,8.92,0.67,39.96,0,0,37.83,0,24.93
 36-46,0,0,0,0,3.35,0.76,0,35.71,0,1.05,0.57,19.62,1.62,0.76,0,3.63,0.78,5.12,0,0,28.88,30.31,0,9.86,2.56,149.12,1.53,7.73,2.66,0,0,20.49,0,0,5.56,0,44.97,0,0,31.9,0,29.21
 48-58,0,0,0,0,10.54,0,0,61.42,0,0.83,0,36.28,0.84,0.56,1.33,7.03,0.55,5.02,4.14,0,40.61,42.25,0.82,1.13,6.64,122.18,1.55,2.44,5.38,0,0,16.01,0,0,2.22,0,29.94,0,0,44.95,0,62.77
 60-70,0,0,0.82,0,13.83,0,0,78.52,0,6,0.67,84.2,0,1.03,0,8.8,7.11,18.5,0,1.83,33.04,93.54,6.28,3.37,4.97,107.93,0,3.8,1.81,0,3.04,38.16,0.64,0,4.39,0,28.64,0.61,0.6,22.64,0,45.86
 72-82,0,0,2.47,0,10.57,0.91,0,66.87,0.79,4.21,2.59,53.92,5.65,0.87,4.51,8.87,3.25,11.66,3.37,4.75,11.05,167.99,7.08,4.45,9.51,87.73,0,4.22,10.84,0,0,43.81,0.85,0,7.07,0,8.01,0,1.79,41.63,3.65,19.56
 84-94,0,0,4.81,0,17.41,13.52,0,83.4,0,2.26,2.34,106.52,10.17,4.24,2.01,24.62,3.17,15.32,0.8,5.56,49.64,106.87,8.83,1.8,6.67,106.39,0.57,4.32,12.39,0,0,135.81,0,0,12,0,2.75,3.98,1.85,59.28,2.83,33.63
 96-106,0,0,3.87,0,30.95,2.43,0.97,73.61,0,2.09,2.83,59.27,29.2,0,2.51,37.49,3.98,13.23,4.17,0.7,4.11,150.52,9.77,5.44,4.28,97.68,2.44,17.99,5.71,0,7.45,172.49,0,0,5.87,0,16.45,2.76,2.28,58.57,2.41,25.89
108-118,0,0,1.18,0,52.92,7.6,0,82.46,0,5.49,2.12,61.19,18.19,0,1.82,22.33,8.3,30.58,1.81,1.05,21.09,144.9,23.92,9.51,7.61,71.53,1.95,7.39,14.21,0,11.03,111.97,0,0,3.55,0,7.12,2.76,6.23,57.72,3.91,25.15
120,0,0,0,0,51.86,15.58,0,43.99,0,4.87,0,37.95,40.8,5.2,0,55.12,13.46,35.37,3.58,0,8.8,205.16,3.77,10.04,1.9,72.69,0,27.98,0,0,6.29,117.32,0,0,9.74,0,0,0,12.17,85.84,0,23.66
