stage,eye,gut,muscle,neural
 14-21,0,0,0.84,0
 24-34,1.21,0,0,0
 48-58,0,0,0,1.23
 60-70,0,0,0,1.11
 72-82,0,0,0,2.74
120,0,6.3,0,0
