stage,epidermis,erythrocytes,eye,glial,mesenchyme,neural,slow_muscle,spinal_cord
 14-21,0,1.02,0,0,0,0,0,0
 24-34,0,0,0,0,0,1.09,1.1,0
 36-46,0,0,3.54,0,0,3.33,0,0
 48-58,0,0,0.77,4.63,3.37,2.4,0,0.56
 60-70,0,0,0,0,0,4.89,0,0
 72-82,0,0,3.01,1.25,0,5.03,0,0
 84-94,0,0,0,0,0,9.06,0,0
 96-106,0.61,0,2.35,0,0,6.52,0,0
108-118,0.57,0,2.96,0,0,5.19,0,0
120,0,0,0,0,3.22,16.5,0,0
