stage,blastomeres,erythrocytes,eye,mesenchyme,neural,paraxial_mesoderm,presomitic_mesoderm,somites,spinal_cord
  5-6,24.23,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,4.38,7.64,0,0,0
 10-12,0,0,0,0,0,16,0,5.88,0
 14-21,0,0.96,0,1.52,0,0,4.15,1.99,1.87
 24-34,0,0,0,0.68,0,0,0,0,0
 36-46,0,0,0,0.56,0,0,0,0,0.92
 48-58,0,0,0,3.02,0,0,0,0,0
 72-82,0,0,4.74,0.79,0,0,0,0,0
108-118,0,0,0.83,0,0,0,0,0,0
