stage,eye,lateral_line,mesenchyme,neural
 24-34,0,0,0,1.81
 36-46,0.75,0,0,0
 60-70,1.35,0,0,0
 72-82,3.11,0,0,0
 84-94,0.89,0,0,0.78
 96-106,0,0,0.81,0
108-118,0,0.69,0,2.08
120,0,0,0,18.94
