stage,blastomeres,epidermis,eye,hatching_gland,heart,immune,neural,paraxial_mesoderm,visceral_smooth_muscle
  5-6,22.81,0,0,0,0,0,0,0,0
  7-9,0,0,3.35,4.06,0,0,9.81,3.56,0
 10-12,0,0,0,0,0,0,0,9.82,0
 24-34,0,0,0,0,0,1.41,1.3,0,0
 36-46,0,0,0,0,0,2.24,0.82,0,0
 48-58,0,0,0,0,0,5.04,3.82,0,0
 60-70,0,0,1.81,0,0,2.32,0,0,0
 72-82,0,0.84,0,0,0.89,5.73,0,0,0
 84-94,0,0,0,0,0,6.96,0,0,0
 96-106,0,0,0,0,0,11.42,0,0,0
108-118,0,0,1.02,0,0,4.21,0,0,1.09
120,0,0,0,0,0,1.06,0,0,0
