stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,16.36,364.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,0,0,0,0,0,0,0,0,0,0
  5-6,26.6,203.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33,0,0,0,13.13,0,13.52,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.08,0,0,0,0,0,0,7.87,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,11.91,0,0,0,0,0,0,0,0,0,0,0,88.46,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1.11,3.05,17.78,0.8,0,33.89,0,0,0,2.63,0,0,0,0,3.36,0,0,0,0,7.51,0.9,0,8.72,242.46,1.94,0,2.18,0,0,1.11,0,0.9,0,4.32,142.44,0,0,0,0,0
 24-34,0,0,0,20.72,7.93,0,0,37,0,0,0,14.45,4.81,0,0.92,0,8.88,0,0,5.96,0,12.68,1.02,0,6.11,1113.54,1.6,18.68,25.56,0,0,2.76,0,7.62,0,2.21,376.34,0,0,6.06,0,0
 36-46,0,0,0.95,0,4.44,1.95,0,93.49,0,0,2.07,35.37,3.68,0,0,0,38.03,0,0,3.1,0,57.39,20.36,0,1.78,2679.07,0,20.97,7.54,0,0,2.23,0,3.01,0,0,486.29,0,0,3.75,0,0
 48-58,0,0,0,0,32.85,3.31,0,1174.33,0,10.29,1.42,148.1,6.82,0,0.97,7.03,64.73,12.8,1.03,1.52,0,132.99,5.07,0,12.42,5453.56,0.5,21.81,19.32,0,1.01,3.21,0,0.45,1.09,0,827.78,0,0,3.72,0,14.54
 60-70,0,0,11.44,0,61.38,0,0,5292.33,1.99,7.89,12.65,184.12,17.96,0,5.36,3.36,51.1,0,3.43,7.38,0,218.82,4.57,10.91,15.65,8770.89,2.95,43.54,22.44,0,0,32.5,0,1.12,0,0,1442.61,0,0.71,7.34,1.7,0
 72-82,0,0,7.19,0,68.4,17.01,0,7361.53,3.42,0.49,6.79,253,10.44,0,4.27,5.05,83.06,14.23,4.03,3.72,4.25,480.9,1.46,8.26,34.72,10007.77,0,30.69,20.15,0,2.21,15.89,0,0.64,0,0,1299.91,21.74,5.21,27.82,18.77,16.73
 84-94,0,0,1.8,1,80.03,16.14,0,4358.23,6.54,14.14,7.32,231.23,12.89,0.77,4.88,2.32,117.53,9.46,4.57,5.87,0,236.85,8.65,27.89,9.98,5600.69,0.65,25.85,31.38,0,0,32.43,0,5.2,3.12,0,864.98,37.13,13.61,1.93,18.33,0.88
 96-106,0,0,12.83,0,100.29,32.78,1.05,4010.01,1.98,0.9,0.64,215.18,9.31,0,1.36,9.45,157.19,2.51,1.21,13.77,0.6,288.81,10.96,5.95,9.03,5174.93,2.06,29.68,39.43,0,0,86.87,0,1.77,0.7,0,420.39,35.42,2.97,5.92,18.69,10.17
108-118,0,0,8.85,0,128.8,7.91,0,3143.88,5.72,1.55,1.54,217.41,5.82,0,1.45,5.61,126.8,5.53,0.59,6.13,0,319.26,10.64,6.71,8.88,5261.45,1.05,27.19,38.72,0,1,86.11,0,2.53,0.98,0,273.06,57.29,5.64,6.27,39.71,9.29
120,0,0,8.73,0,120.9,5.3,10.99,3042.5,1.01,10.37,3.48,306.15,35.73,0,0,14.02,125.75,41.74,4.16,33.02,0,431.97,6.34,7.06,8.3,9329.02,2.28,52.56,78.14,0,3.42,45.91,0,6.3,0,0,561.06,20.57,2.49,0,83.27,0
