stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,746.56,9434.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.16,0,0,0,0,0,0,0,0,0,0,0
  5-6,1760.32,17307.31,0,35.98,0,0,0,0,0,0,0,0,33.01,0,0,0,0,0,0,0,0,0,0,0,732.91,84.28,0,0,277.79,0,57.25,0,0,0,0,0,0,0,0,0,0,0
  7-9,912.88,436.89,0,1669.54,0,0,1178.54,0,0,0,0,0,378.68,0,0,0,0,0,0,0,0,0,0,0,13615.15,1249.89,0,0,5462.79,0,21.51,40.23,0,0,0,0,0,0,0,0,0,0
 10-12,0,243.95,0,922.18,0,55.67,821.3,0,0,0,0,0,48.62,0,0,0,0,0,3.73,0,0,0,0,0,8338.7,472.19,0,0,3129.32,0,7.62,35.29,26.91,526.29,0,0,50.45,0,0,0,0,0
 14-21,0,0,0,11.13,89.17,22,16.71,0,0,0,103.95,3.23,0,3.26,0,1.18,0,0,0,0.85,72.78,0,0,20.4,525.77,10.5,11.21,54.23,28.43,0,0,3.06,66.75,150.48,2.03,28.89,497.25,0,0,1.01,0,0
 24-34,0,0,2.59,2.68,29.53,0,35.64,0,1,3.21,112.13,1.16,0,0.76,0,0.79,2.16,4.37,0.96,0,52.77,1.27,0,16.59,766.8,2.09,70.88,9.49,0,0,3.63,0,0,33.06,0.97,6.89,341.84,0,0,4.07,0,0
 36-46,0,0,0,0,7.74,0,112.54,0,1.26,3.63,98.53,1.63,0,0.65,0,0,13.22,4.61,0,0,86.69,0,1.76,11.91,601.1,0.74,69.21,16.4,0,0,0,0,0,8.86,0,0,293.2,0,0,0,0,2.73
 48-58,0,0,0,0,12.85,0,188.09,1.02,2.07,1.71,74.72,0,0,0.44,0,0,5.76,4.51,0.66,0,85.36,0,11.72,11.74,445.87,0,53.16,10.86,0,0,0.77,0,0,16.1,0,0,176.74,0,0,2.4,0.78,2.1
 60-70,0,0,0,0,5,0,334.84,0,0,0.7,67.43,3.61,0,2.11,1.17,0,0,6.83,0,0,78.73,0,3.38,7.31,458.08,1.27,40.88,24.13,0,2.07,0.96,0,0,1.82,0,0,89.28,0,0.6,1.33,0,3.92
 72-82,0,0,3.4,0,6.82,2.17,201.89,0.55,0,5.85,61.97,2.05,0.59,0,0,0,0,14.41,0,0,88.32,0,0.65,3.37,411.41,0,54.74,17.38,0,0,0,0,0,0,0,0,28.97,0.71,2.7,0.71,2.42,5.47
 84-94,0,0,5.21,1.48,23.84,0,134.32,0.57,4.4,3.12,50.76,6.06,0,0.78,0,0.75,0,2.54,0,8.35,88.55,0,2.37,12.25,162.05,0,73.22,32.05,0,0,1.78,0,0,9.91,0.69,0,41.87,0.72,1.17,1.4,1.17,1.74
 96-106,0,0,1.82,1.35,7.48,0,148.92,0,0,1.49,53.91,3.8,0,0.79,2.7,0.77,0,6.48,0,0,89.15,0.77,1.43,1.34,157.57,0,90.79,37.82,0,0,2.24,0,0,3.43,0,0,29.37,0,1.3,4.3,0,0
108-118,0,0,1.73,0.59,12.19,0,68.97,0,2.49,2.44,41.82,2.61,0,0,0,4.1,2.42,8.24,0.59,0,79.4,0,0,5.02,138.31,0.57,46.46,29.4,0,0,0.41,0,0,3.86,0,0,6.57,0,1.16,6.05,0.91,0
120,0,0,0,1.28,5.01,0,65.77,0,1.17,0,27.88,12.18,0,0,0,5.19,0,21.71,4.39,0,73.76,0,0,19.4,101.41,0,78.65,13.67,0,0,0,0,0,5.04,0,0,19.94,0,1.95,4.01,5.9,0
