stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,19.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.93,0,0,0,5.68,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.31,0,0,0,30.97,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,3.81,11.68,1.28,0,12.76,0,0,0,10.93,0,0,0,0,0.87,0,0,0.99,23.44,0,0,7.29,237.21,2.41,1.22,2.69,1.79,0,10.03,1.23,1.48,0,0,10.93,96.54,0,0,0,0,0.87
 24-34,0,0,2.44,0.89,10.08,0,0,31.35,0,0.66,0.62,12.45,0,0,0,0,0.95,1.54,6.35,6.88,38.74,0,0,17.31,755.77,0,15.09,3.13,0,0,11.28,0,0,1.68,1.33,1.27,212.16,0,0,4.96,0,0
 36-46,0,0,0,0,1.75,0,0,185.88,0,0,2.15,54.78,0.56,1.61,0,2.56,0.74,0,4.2,9.18,52.07,0,1.12,6.84,1616.99,0,13.36,7.56,0,0,20.55,0,1.05,0,0,0,330.27,0,1.04,3.11,0,6.18
 48-58,0,0,0,0,19.27,3.3,0,618.7,0,1.59,5.9,179.38,0,0,0,0,0.43,0,6.33,5.67,80.31,0,1.92,22.24,1975.26,0,5.21,2.28,0,0,21.18,0,0,0,0,0,372.31,0,0,4.16,0,7.87
 60-70,0,0,0,0,4.51,3.58,0,1655.87,2.8,8.55,15.2,149.55,0,0,0.96,0,11.52,0,0,8.59,95.36,0,6.57,16.87,1795.61,0,7.88,0,0,1.13,35.58,0,0,0,4.7,0,217.12,0,5.3,0,0,16.99
 72-82,0,0,0.5,0,9.78,3.26,0,1336.2,10.45,0,9.98,120.37,0.53,2.4,0.49,0,5.04,0,8,2.32,109.62,0,13.78,10.05,1572.34,0,6.03,3.04,0,0,18.59,0,0,0,0,0,144.46,0,3.49,1.51,0,6.04
 84-94,0,0,0.66,0,3.35,1.63,0,875.37,0.91,1.34,6.26,107.4,1.03,2.51,2.23,1.69,9.17,0,0,2.89,105.52,0.65,9.28,10.4,1109.28,0,5.66,6.57,0,1.35,61.04,0,0,0,0.69,0,103.91,0.78,6.6,1.85,15.51,5.74
 96-106,0,0,0.63,0,3.43,6.75,0,947.56,2.57,11,8.31,86.98,1.99,1.22,0,0,3.72,0,1.54,3.66,78.72,5.4,1.63,17.58,799.32,0,2.46,2.78,0,1.6,51.57,0,0,0,1.3,0,29.68,0.99,1.01,4.96,6.27,0
108-118,3.95,0,2.58,0,21.08,1.44,1.73,682.66,0.55,0.95,4.22,56.11,0.48,0.78,0,0,3.29,0,0,4.39,72.33,0,0.69,7.02,811.36,0,3.24,0,0,4.36,34.05,0,0,0,0.44,0,23.87,0,0,0,4.17,10.16
120,0,0,0,0,9.75,1.77,0,527.88,2.98,4.34,4.21,68.22,4.31,0,1.42,0,0,0,0,1.33,41.35,0,0,12.76,820.16,0,1.48,0,0,0,43.34,0,0,0,0,0,29.79,0,15.46,3.14,0,0
