stage,blastomeres,endocrine_pancreas,eye,lateral_line,mesenchyme,neural,notochord,otic,vasculature
  3-4,14.31,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,3.44,4.4,0,0
 24-34,0,0,0,0,0,0.61,0,9.86,0
 36-46,0,0,0,0,0,0,0,4.8,0
 48-58,0,0,0,1.42,0,0,0,6.45,0
 60-70,0,0,0,4,0,0,0,12.71,0
 72-82,0,0,0,14.09,0,2.46,0,43.12,0
 84-94,0,0,3.83,12.77,0,0.72,0,93.53,0
 96-106,0,1.37,0.88,44.99,0.66,0,0,92.04,0.59
108-118,0,0,0,30.62,0,1.16,0,96.51,0
120,0,0,4.29,56.31,0,3.14,0,169.64,0
