stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,1.36,0,5.41,805.27,219.99,28.72,0,2.34,0,10.79,23.47,1.05,0.84,0,16.77,0,0,0,2.57,138.54,0,0,115.96,420.61,15.73,0,8.81,81.29,0,71.25,7.23,161.66,6.9,4.35,131.34,181.25,0,0,126.74,0,3.52
 24-34,0,0,0,3.15,111.69,38.96,25.35,0,15.25,6.66,36.33,4.74,2.27,6.22,1.38,17.68,0,6.43,0,2.45,284.42,7.39,1.63,113.36,531.83,19.19,5.52,5.25,0,3.74,96.6,0,2.32,9.43,0,32.68,187.59,0,0,551.94,0,10.39
 36-46,0,0,0,0,20.24,5,24.27,0,8.65,6.44,56.1,12.21,0,11.21,3.18,23.15,0,2.94,2.53,1.09,274.44,1.01,5.16,67.31,314.88,6.15,4.22,1.6,0,0,82.48,1.33,0,2.89,0,0,161.59,0,1.04,323.33,0,3.88
 48-58,0,0,0,0,23.94,0,39.54,0,15.79,17.01,83.73,0.87,5,4.93,2.72,2.08,3,0.9,1.78,2.14,299.12,3.48,6.32,49.47,270.68,3.27,3.03,6.24,0,0,61.32,0,0,1.12,0,0,153.29,0,0.85,167.32,0,4.54
 60-70,2.52,0,0,0,20.74,0.65,34.6,0.6,27.09,13.29,219.72,7.63,13.75,15.02,11.31,1.17,0,6.13,6.19,0.93,362.79,0,13.47,41.12,195.29,5.57,3.84,3.85,0,2.59,91.34,0,0,0.64,0,0,85.26,0,10.23,132.94,2.49,16.93
 72-82,0,0,1.18,0,32.71,0,65.86,0.79,15.81,23.51,412.24,10.52,1.67,4.82,9.02,7.47,4.43,5.06,0.96,0,646.6,11.88,24.81,66.63,171.23,1.14,10.51,3.9,0,8.17,89.37,0,0,0.49,1.5,0,55.7,0.81,8.35,169.67,7.17,6.89
 84-94,0,0,0,0.7,61.85,2.58,52.71,3.26,38.77,23.14,339.34,52.15,2.21,10.63,26.88,16.03,2.93,13.9,10.97,0.68,577.17,15.01,13.28,46.95,180.97,1.11,26.88,11.86,0,8.72,224.2,0,0,1.24,0.57,0,34.26,1.31,11.34,207.9,9.08,6.72
 96-106,0,0,3.6,0,47.18,1.53,44.64,6.63,32.58,36.58,409.01,29.9,0,9.85,33.18,16.12,6.26,19.61,12.71,0,585.72,23.17,28.95,52.83,212.49,2.96,28.95,8.88,0,8.93,193.32,0,0,2.01,0.57,0,24.49,2.02,11.72,209.38,24.17,3
108-118,0,0,1.57,0.49,65.48,5.02,47.58,0.76,38.14,15.77,402.49,49.72,0,8.72,27.65,24.96,2.9,13.73,5.4,1.13,662.08,3.31,17.92,49.19,172.97,8.9,19.04,5.26,0,29.25,103.44,0,0,4.68,0,0,10.93,2.84,3.55,152.34,20.76,8.62
120,0,0,0,1.28,66.73,0,54.25,1.57,38.52,14.26,390.91,49.26,0,6.23,25.82,9.83,11.36,9.41,0,0,533.87,1.05,14.29,35.87,142.35,14.61,27.82,4.09,0,20.67,152.15,0,0,0,0,0,39.58,4.41,10.77,277.85,18.45,4.83
